Attr0,Attr1,Attr2,Attr3,Attr4,Attr6,Attr7,Attr9,Attr10,Attr11,Attr12,class
0,6,1,-4.256,1.345,1.876,-0.512,-0.401,0.123,0.201,0.185,1
1,7,0,-2.987,0.456,1.432,0.178,0.231,0.543,-0.876,-0.498,1
0,4,1,-3.576,-0.321,0.832,0.987,0.765,-1.123,-0.945,0.156,1
0,3,0,-1.456,-0.432,1.023,-0.345,0.312,0.789,-1.432,-0.432,1
1,7,0,-2.123,-1.234,1.456,0.345,0.876,1.234,-0.432,-0.567,1
0,5,1,-3.789,0.123,0.987,0.876,0.654,-1.234,-0.876,0.234,1
1,8,0,-3.456,-0.567,1.345,0.432,0.987,1.123,-0.345,-0.456,1
0,3,1,-2.123,-0.876,1.123,-0.432,0.567,0.987,-1.345,-0.567,1
1,9,0,-3.789,-1.123,1.567,0.567,0.876,1.456,-0.567,-0.678,1
0,4,0,-1.789,-0.567,1.234,-0.345,0.432,0.876,-1.234,-0.456,1
0,6,1,-4.123,0.987,1.567,-0.567,-0.432,0.234,0.345,0.123,1
1,7,0,-3.123,-0.432,1.345,0.345,0.654,0.987,-0.567,-0.432,1
0,5,1,-3.456,-0.234,1.123,0.432,0.543,-1.345,-0.987,0.345,1
0,2,0,-1.567,-0.345,1.345,-0.456,0.567,0.765,-1.567,-0.345,1
1,8,0,-2.456,-1.345,1.456,0.567,0.876,1.567,-0.567,-0.678,1
0,4,1,-3.789,0.345,1.234,0.654,0.543,-1.123,-0.876,0.234,1
1,7,0,-3.123,-0.567,1.567,0.432,0.765,1.123,-0.456,-0.567,1
0,3,1,-2.567,-0.432,1.345,-0.567,0.654,0.876,-1.567,-0.432,1
1,9,0,-3.456,-1.567,1.789,0.654,0.987,1.567,-0.567,-0.789,1
0,5,0,-1.789,-0.654,1.567,-0.567,0.654,0.987,-1.567,-0.567,1
0,6,1,-4.567,0.765,1.789,-0.654,-0.567,0.345,0.456,0.234,1
1,7,0,-3.789,-0.567,1.456,0.567,0.876,1.345,-0.678,-0.567,1
0,4,1,-3.123,-0.345,1.345,0.567,0.654,-1.456,-0.987,0.345,1
0,3,0,-1.456,-0.567,1.567,-0.678,0.765,0.876,-1.678,-0.567,1
1,8,0,-2.567,-1.567,1.678,0.678,0.987,1.678,-0.678,-0.789,1
0,5,1,-3.678,0.432,1.456,0.765,0.654,-1.567,-0.876,0.345,1
1,7,0,-3.345,-0.678,1.789,0.567,0.876,1.456,-0.567,-0.678,1
0,4,1,-2.789,-0.567,1.567,-0.765,0.876,0.987,-1.789,-0.567,1
1,9,0,-3.567,-1.789,1.987,0.765,0.987,1.789,-0.678,-0.876,1
0,6,0,-1.987,-0.765,1.789,-0.876,0.987,0.876,-1.876,-0.678,1
0,6,1,-4.215,1.123,1.876,-0.512,-0.421,0.312,0.187,0.154,1
1,7,0,-2.845,0.345,1.432,0.087,0.243,0.521,-0.876,-0.487,1
0,4,1,-3.012,-0.231,0.845,0.876,0.754,-1.124,-0.876,0.143,1
0,3,0,-1.876,-0.412,0.812,-0.187,0.342,0.754,-1.321,-0.432,1
1,7,0,-2.123,-0.876,1.231,0.187,0.765,1.124,-0.287,-0.432,1
0,5,1,-3.567,0.876,1.654,-0.654,-0.321,0.432,0.231,0.187,1
1,8,0,-2.987,0.543,1.321,0.321,0.432,0.654,-0.765,-0.543,1
0,6,1,-3.321,-0.123,0.987,0.765,0.654,-1.231,-0.987,0.231,1
0,3,0,-1.543,-0.321,0.876,-0.321,0.432,0.876,-1.432,-0.321,1
1,9,0,-2.321,-0.987,1.432,0.432,0.876,1.231,-0.321,-0.543,1
0,4,1,-3.876,0.654,1.543,-0.543,-0.432,0.543,0.321,0.231,1
1,7,0,-2.654,0.231,1.231,0.231,0.543,0.765,-0.654,-0.432,1
0,5,1,-3.123,-0.321,0.765,0.654,0.543,-1.321,-0.765,0.187,1
0,2,0,-1.432,-0.543,0.654,-0.432,0.321,0.765,-1.543,-0.432,1
1,8,0,-2.543,-0.765,1.321,0.321,0.765,1.321,-0.432,-0.321,1
0,6,1,-4.321,1.321,1.765,-0.765,-0.543,0.321,0.432,0.321,1
1,9,0,-3.123,0.765,1.543,0.543,0.321,0.876,-0.987,-0.765,1
0,5,1,-3.765,-0.432,0.876,0.987,0.876,-1.432,-0.876,0.321,1
0,3,0,-1.654,-0.765,0.765,-0.321,0.543,0.987,-1.654,-0.543,1
1,7,0,-2.876,-1.123,1.654,0.543,0.987,1.432,-0.543,-0.654,1
0,4,1,-3.432,0.987,1.876,-0.876,-0.654,0.654,0.543,0.432,1
1,8,0,-3.543,0.654,1.654,0.654,0.432,0.987,-0.876,-0.654,1
0,6,1,-3.987,-0.543,0.987,0.876,0.765,-1.543,-0.987,0.432,1
0,2,0,-1.765,-0.876,0.876,-0.543,0.654,1.123,-1.765,-0.654,1
1,9,0,-2.765,-0.654,1.543,0.654,0.876,1.543,-0.654,-0.765,1
0,5,1,-4.543,1.543,2.123,-1.123,-0.876,0.765,0.654,0.543,1
1,7,0,-3.654,0.876,1.765,0.876,0.543,1.123,-1.123,-0.876,1
0,4,1,-3.123,-0.654,0.654,1.123,0.987,-1.654,-1.123,0.321,1
0,3,0,-1.987,-0.987,0.987,-0.654,0.765,1.321,-1.987,-0.765,1
1,8,0,-2.987,-0.321,1.876,0.765,1.123,1.654,-0.765,-0.876,1
0,6,0,-4.125,1.077,1.503,-0.534,-0.457,0.155,0.195,0.169,1
1,7,1,-2.137,-0.123,1.089,0.104,0.07,0.576,-1.133,-0.735,1
0,4,0,-2.268,-1.179,0.263,0.943,0.792,-1.393,-1.133,0.099,1
0,3,1,-0.298,-0.395,0.455,-0.178,0.185,0.815,-1.469,-0.462,1
1,9,0,-0.784,-0.974,0.824,0.189,0.824,1.207,-0.246,-0.421,1
0,5,0,-3.125,0.077,1.003,-0.434,-0.357,0.255,0.295,0.369,1
1,8,1,-1.137,0.177,0.989,0.004,0.27,0.476,-0.933,-0.535,1
0,6,1,-1.268,-0.279,0.163,0.843,0.692,-1.193,-0.933,0.299,1
0,2,1,-0.198,-0.295,0.655,-0.078,0.285,0.715,-1.369,-0.362,1
1,7,0,-0.684,-0.774,0.724,0.089,0.724,1.107,-0.146,-0.321,1
0,4,0,-2.125,-0.923,0.503,-0.334,-0.257,0.355,0.195,0.269,1
1,9,1,-0.137,0.277,0.789,0.104,0.37,0.376,-0.833,-0.435,1
0,7,1,-0.268,-0.179,0.063,0.743,0.592,-1.093,-0.833,0.399,1
0,3,0,-0.098,-0.195,0.555,0.022,0.385,0.615,-1.269,-0.262,1
1,6,0,-0.584,-0.574,0.624,-0.011,0.624,1.007,-0.046,-0.221,1
0,5,1,-1.125,-1.123,0.303,-0.234,-0.157,0.455,0.095,0.169,1
1,8,0,0.863,0.377,0.589,0.204,0.47,0.276,-0.733,-0.335,1
0,6,0,0.732,-0.079,-0.037,0.643,0.492,-0.993,-0.733,0.499,1
0,2,1,0.902,-0.095,0.455,0.122,0.485,0.515,-1.169,-0.162,1
1,7,1,0.316,-0.374,0.524,-0.111,0.524,0.907,0.054,-0.121,1
0,4,0,-0.125,-1.323,0.103,-0.134,-0.057,0.555,-0.005,0.069,1
1,9,1,1.863,0.477,0.389,0.304,0.57,0.176,-0.633,-0.235,1
0,5,0,1.732,-0.179,-0.137,0.543,0.392,-0.893,-0.633,0.599,1
0,3,1,1.902,-0.195,0.355,0.222,0.485,0.415,-1.069,-0.062,1
1,6,0,1.316,-0.274,0.424,-0.011,0.424,0.807,0.154,-0.021,1
0,7,1,0.875,-1.523,-0.097,-0.034,0.043,0.655,-0.105,-0.031,1
1,8,1,2.863,0.577,0.289,0.404,0.67,0.076,-0.533,-0.135,1
0,6,0,2.732,-0.279,-0.237,0.443,0.292,-0.793,-0.533,0.699,1
0,2,1,2.902,-0.295,0.255,0.322,0.485,0.315,-0.969,0.038,1
1,7,0,2.316,-0.374,0.324,0.089,0.324,0.707,0.254,0.079,1
0,6,1,-4.215,1.123,1.876,-0.421,-0.312,0.321,0.112,0.184,1
1,7,0,-2.876,0.543,1.432,0.087,0.245,0.543,-0.876,-0.432,1
0,4,1,-3.012,-0.321,0.654,0.876,0.765,-1.012,-0.876,0.143,1
0,3,0,-1.543,-0.432,0.876,-0.123,0.321,0.765,-1.321,-0.432,1
1,7,0,-2.123,-0.876,1.234,0.198,0.765,1.198,-0.432,-0.321,1
0,5,1,-3.765,0.321,1.123,0.543,0.654,-0.876,-0.765,0.198,1
1,8,0,-2.432,-0.543,1.321,0.321,0.876,1.321,-0.543,-0.432,1
0,3,1,-2.876,-0.654,0.765,-0.198,0.432,0.654,-1.198,-0.321,1
0,4,0,-1.654,-0.321,0.987,-0.321,0.198,0.876,-1.432,-0.543,1
1,9,0,-2.321,-1.198,1.543,0.432,0.987,1.432,-0.321,-0.654,1
0,6,1,-4.543,1.432,1.765,-0.543,-0.432,0.432,0.198,0.245,1
1,6,0,-3.198,0.654,1.198,0.198,0.321,0.765,-0.987,-0.321,1
0,5,1,-3.321,-0.198,0.876,0.765,0.543,-1.123,-0.987,0.087,1
0,2,0,-1.432,-0.543,0.765,-0.432,0.321,0.987,-1.654,-0.765,1
1,7,0,-2.654,-0.987,1.432,0.321,0.654,1.321,-0.543,-0.432,1
0,4,1,-3.987,0.432,1.321,0.654,0.876,-0.765,-0.654,0.321,1
1,8,0,-2.765,-0.321,1.654,0.432,0.987,1.543,-0.654,-0.543,1
0,3,1,-2.543,-0.432,0.654,-0.321,0.543,0.765,-1.321,-0.432,1
0,4,0,-1.321,-0.198,0.876,-0.543,0.321,0.987,-1.543,-0.654,1
1,9,0,-2.198,-1.321,1.765,0.543,0.876,1.654,-0.432,-0.765,1
0,5,1,-3.654,0.543,1.432,0.432,0.765,-0.987,-0.876,0.198,1
1,7,0,-2.987,-0.765,1.321,0.198,0.543,1.198,-0.321,-0.432,1
0,4,1,-3.432,-0.321,0.987,0.876,0.654,-1.198,-0.987,0.123,1
0,3,0,-1.765,-0.654,0.654,-0.198,0.432,0.876,-1.765,-0.876,1
1,8,0,-2.321,-0.876,1.543,0.321,0.765,1.432,-0.543,-0.654,1
0,5,1,-3.876,0.654,1.321,0.543,0.876,-0.654,-0.543,0.245,1
1,7,0,-2.543,-0.432,1.198,0.321,0.654,1.321,-0.432,-0.543,1
0,3,1,-2.321,-0.543,0.765,-0.432,0.321,0.654,-1.432,-0.543,1
0,4,0,-1.543,-0.321,0.876,-0.321,0.198,0.987,-1.654,-0.765,1
1,9,0,-2.432,-1.432,1.876,0.654,0.987,1.765,-0.543,-0.876,1
0,6,1,-4.532,1.234,1.876,-0.512,-0.349,0.123,0.456,0.312,1
1,7,0,-3.789,0.345,1.432,0.301,0.289,0.543,-0.876,-0.489,1
0,4,1,-3.012,-0.123,0.654,0.987,0.765,-1.123,-0.876,0.234,1
0,3,0,-1.567,-0.456,0.876,-0.345,0.412,0.765,-1.432,-0.489,1
1,9,0,-2.123,-0.987,1.567,0.345,0.876,1.234,-0.432,-0.567,1
0,5,1,-3.456,0.567,1.123,-0.321,-0.234,0.456,0.321,0.432,1
1,8,0,-2.876,-0.654,1.234,0.432,0.765,1.123,-0.321,-0.432,1
0,7,1,-3.123,0.123,0.987,1.123,0.987,-0.987,-0.765,0.321,1
1,6,0,-1.987,-0.321,1.567,0.567,0.654,0.987,-0.567,-0.321,1
0,4,0,-2.321,0.987,0.765,-0.432,0.321,0.876,-1.321,-0.654,1
0,8,1,-3.654,-0.765,1.321,0.654,0.432,-0.654,-0.987,0.567,1
1,5,0,-2.543,-0.543,1.654,0.321,0.543,0.765,-0.654,-0.765,1
0,9,1,-3.765,0.321,0.987,1.234,1.123,-1.234,-1.123,0.654,1
1,7,0,-2.321,-0.876,1.123,0.654,0.876,1.321,-0.123,-0.876,1
0,6,0,-1.876,0.654,0.876,-0.567,0.432,0.987,-1.432,-0.567,1
1,8,1,-3.123,-0.321,1.432,0.987,0.765,-0.765,-0.987,0.876,1
0,5,0,-2.654,0.876,0.654,-0.321,0.567,0.765,-1.567,-0.876,1
1,9,0,-2.987,-0.432,1.876,0.876,0.987,1.567,-0.321,-0.987,1
0,7,1,-3.432,0.432,1.321,1.123,0.987,-1.123,-1.234,0.987,1
1,6,0,-2.123,-0.567,1.234,0.765,0.432,0.876,-0.567,-0.432,1
0,8,0,-1.765,0.567,0.987,-0.654,0.321,0.654,-1.321,-0.654,1
1,7,1,-3.876,-0.123,1.567,0.987,0.765,-0.876,-0.987,0.654,1
0,9,0,-2.321,-0.654,1.876,0.432,0.876,1.234,-0.432,-0.321,1
1,5,1,-3.567,0.321,0.876,1.234,1.123,-1.123,-1.234,0.321,1
0,6,0,-2.654,0.789,1.123,0.567,0.432,-0.432,-0.567,0.789,1
1,8,1,-3.234,-0.567,1.789,0.789,0.654,-0.654,-0.789,0.432,1
0,7,0,-1.789,0.432,1.567,0.321,0.567,0.789,-1.123,-0.567,1
1,9,1,-3.567,-0.789,1.234,1.123,0.789,-1.234,-1.123,0.789,1
0,5,0,-2.456,0.567,1.321,0.654,0.432,0.567,-0.789,-0.432,1
1,6,1,-3.789,0.123,1.654,0.987,0.654,-0.987,-0.654,0.123,1
0,6,1,-4.567,1.234,1.876,-0.432,-0.321,0.123,0.456,0.345,1
1,7,0,-2.876,0.456,1.345,0.123,0.456,-0.789,-0.987,-0.234,1
0,4,1,-3.123,-0.567,0.876,0.987,0.765,-1.123,-0.876,0.123,1
0,3,0,-1.567,-0.876,0.987,-0.123,0.567,0.876,-1.234,-0.345,1
1,8,0,-1.987,-1.234,1.567,0.345,0.876,1.234,-0.567,-0.678,1
0,7,1,-5.234,2.123,1.987,-0.567,-0.456,0.234,0.567,0.456,1
1,9,0,-3.456,0.234,1.678,0.345,0.567,0.789,-1.123,-0.567,1
0,5,1,-3.567,-0.234,0.987,1.123,0.987,-1.345,-1.123,0.234,1
