Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
78,36,51,116,56,4,120,56,17,124,135,209,134,83,1,12,177,184,1
84,40,66,122,52,4,151,44,19,133,169,338,163,86,12,2,180,183,1
89,38,80,179,63,8,167,40,20,133,197,415,147,72,1,25,187,195,1
92,35,72,171,61,7,148,44,19,124,168,333,125,62,5,29,202,209,1
95,37,79,180,61,8,161,40,20,130,182,391,119,62,1,27,202,210,1
104,56,100,212,66,11,218,30,24,174,226,702,217,72,3,10,186,197,1
86,44,77,154,59,7,152,44,19,142,176,346,164,72,10,4,186,191,1
100,54,103,182,56,10,222,30,25,173,226,731,207,71,11,14,188,198,1
98,55,96,173,55,10,216,31,24,173,219,684,218,75,3,5,184,193,1
87,35,70,130,56,7,127,53,18,123,146,238,120,67,3,29,188,197,1
89,35,78,160,61,6,142,47,18,123,163,297,130,66,3,34,193,201,1
99,52,106,223,68,10,222,30,25,169,236,732,208,73,8,25,187,198,1
87,37,77,153,59,8,150,45,19,131,174,331,134,71,0,20,185,194,1
85,37,77,150,57,7,148,45,19,131,173,327,133,69,3,18,188,196,1
91,44,75,156,57,6,149,44,19,145,170,333,176,65,16,3,194,199,1
102,49,100,197,61,9,193,34,22,155,213,560,196,67,10,4,192,199,1
104,54,100,192,58,11,221,30,25,173,225,722,207,71,5,19,186,198,1
92,43,77,164,58,6,150,44,19,141,180,341,174,67,15,2,193,197,1
101,54,104,189,56,10,222,30,25,175,225,729,204,70,2,24,187,199,1
100,55,100,200,60,11,225,30,25,177,229,750,205,72,1,12,186,197,1
90,44,96,206,68,9,188,35,22,142,211,531,171,69,1,16,188,194,1
99,45,100,209,65,8,201,32,23,147,230,611,189,72,5,5,188,194,1
89,38,76,165,59,7,165,40,20,132,191,407,143,69,0,20,190,198,1
84,40,72,131,54,6,149,45,19,135,167,330,165,78,11,2,180,186,1
88,36,74,153,60,6,138,48,18,124,158,279,128,66,3,35,193,202,1
97,48,92,199,63,9,181,35,21,155,201,498,189,64,18,11,197,202,1
101,48,94,199,62,9,181,36,21,156,198,494,184,63,19,12,200,205,1
90,36,78,156,60,7,147,45,19,126,168,321,139,68,0,19,188,195,1
102,53,106,223,69,10,222,30,25,171,238,734,212,74,10,19,188,197,1
88,44,77,155,59,7,153,44,19,144,181,348,172,73,15,11,185,190,1
99,48,103,212,67,10,200,33,23,153,216,600,181,70,4,9,188,195,1
107,49,104,184,56,11,206,32,23,156,212,633,185,65,8,18,191,200,1
80,38,60,122,56,6,138,49,18,130,151,280,141,79,0,5,179,186,1
95,48,92,194,62,9,179,36,21,154,200,483,177,64,8,3,198,204,1
84,36,65,128,57,8,131,51,18,126,148,253,138,76,4,26,182,187,1
96,46,102,214,68,9,200,32,23,147,220,598,199,72,5,5,187,194,1
105,53,96,185,57,10,218,30,24,169,230,704,214,74,5,13,187,195,1
83,37,65,134,58,7,134,50,18,126,152,261,132,72,1,27,184,193,1
85,40,65,128,55,6,134,50,18,135,153,265,164,74,3,4,180,187,1
98,48,101,194,60,11,206,31,23,152,225,648,192,70,5,8,189,196,1
88,38,80,161,58,7,162,41,20,129,188,392,142,69,1,14,189,195,1
102,54,98,177,56,10,218,31,24,171,219,705,222,72,5,16,186,195,1
101,53,107,183,54,11,216,31,24,171,220,685,187,68,3,24,189,200,1
91,44,75,155,57,6,150,44,19,145,171,336,179,66,15,2,193,197,1
86,36,71,131,56,7,129,52,18,125,146,242,124,68,3,31,186,196,1
101,51,102,224,69,9,215,30,24,163,231,690,201,71,2,16,187,197,1
86,44,77,154,59,7,152,44,19,141,175,345,162,72,9,2,186,191,1
90,44,75,158,57,6,150,44,19,145,171,337,179,65,13,5,195,201,1
88,39,86,193,68,7,166,40,20,134,197,412,155,72,4,20,187,193,1
89,42,78,139,55,6,147,45,19,140,170,323,161,72,14,8,185,190,1
102,52,98,224,70,10,214,31,24,164,227,681,199,70,0,16,187,196,1
106,52,105,213,62,8,200,33,23,161,218,604,197,66,11,12,194,202,1
101,48,101,210,63,9,194,34,22,157,213,570,173,64,2,17,196,204,1
102,55,100,186,59,11,215,31,24,172,219,683,219,75,14,12,185,194,1
101,52,103,213,68,10,208,32,24,164,223,652,223,73,5,16,186,194,1
108,50,103,196,59,11,210,31,23,159,221,660,186,66,7,3,190,200,1
93,37,75,169,59,7,162,41,20,132,180,393,132,64,5,8,196,202,1
80,37,54,119,56,6,129,52,18,126,144,244,140,82,9,5,177,184,1
80,38,63,129,58,7,133,50,18,126,151,259,135,75,1,20,179,188,1
92,48,85,190,61,8,175,37,21,154,200,463,199,67,9,3,192,198,1
104,49,105,184,55,11,208,31,24,159,216,649,184,66,2,9,190,200,1
90,47,81,158,57,7,162,40,20,148,189,396,198,72,9,11,187,192,1
101,53,106,221,67,9,217,30,24,167,234,705,210,72,5,12,187,197,1
102,54,97,179,56,10,219,30,25,170,222,706,221,72,5,15,186,195,1
88,43,72,145,55,7,141,48,18,142,159,293,170,67,5,14,188,197,1
101,50,103,167,52,10,206,32,23,162,216,630,191,68,6,21,188,196,1
89,41,75,142,55,6,146,45,19,137,170,318,157,74,16,6,184,188,1
82,39,74,140,56,7,153,44,19,133,173,341,151,74,11,9,181,187,1
87,44,79,145,57,6,150,44,19,142,172,338,164,70,9,6,187,192,1
91,37,75,162,57,7,162,41,20,131,180,394,134,64,3,7,195,201,1
93,35,76,164,60,7,149,44,19,124,171,331,134,65,2,32,193,200,1
96,46,102,212,66,8,203,32,23,149,228,622,197,73,5,7,187,193,1
99,55,101,200,63,11,215,31,24,172,220,682,218,74,4,22,185,195,1
104,55,97,194,59,11,221,30,25,173,225,719,213,71,8,13,186,196,1
89,38,77,151,60,7,146,46,19,128,166,314,143,69,1,8,186,193,1
101,55,104,184,59,10,211,32,24,172,219,653,217,72,8,23,187,195,1
101,49,94,197,61,10,179,36,21,156,198,487,176,62,12,9,200,207,1
83,38,68,127,54,5,134,49,18,130,154,272,160,69,15,5,186,189,1
97,50,91,200,63,9,187,35,22,159,208,527,210,66,12,6,192,199,1
88,38,87,193,68,8,167,40,20,133,198,415,150,73,2,22,186,192,1
89,35,78,160,59,8,151,44,19,125,175,338,136,67,3,27,191,197,1
89,40,93,189,62,8,177,37,21,136,203,471,147,68,2,33,191,199,1
89,41,77,140,55,6,146,45,19,139,170,321,159,73,15,7,185,189,1
101,49,105,212,64,8,200,33,23,155,218,600,200,69,7,12,191,198,1
105,55,98,209,64,11,216,31,24,172,224,695,215,71,2,19,188,199,1
86,44,77,154,59,7,152,44,19,141,174,345,161,72,9,0,186,191,1
88,44,80,137,54,6,147,45,19,143,168,325,169,68,9,14,188,193,1
84,41,76,139,55,7,151,44,19,136,171,338,158,72,10,10,183,189,1
93,37,75,170,59,7,162,40,20,132,179,395,130,63,5,8,198,204,1
101,52,108,221,66,10,222,30,25,169,231,729,203,70,3,23,188,199,1
105,52,104,185,56,11,214,31,24,164,217,678,188,66,5,9,189,198,1
80,38,61,128,58,7,134,51,18,126,150,259,137,77,2,19,178,187,1
87,38,80,163,57,7,163,40,20,129,184,397,136,65,1,15,194,200,1
95,47,103,214,67,9,204,32,23,150,226,625,201,73,5,8,186,193,1
104,54,96,184,56,10,219,30,25,170,230,706,217,74,5,12,186,195,1
100,46,101,210,65,8,201,32,23,151,223,606,181,70,4,7,189,195,1
97,46,99,209,65,10,195,34,22,149,218,573,177,67,0,22,190,200,1
84,36,61,126,57,7,132,51,18,127,147,254,142,78,6,19,180,185,1
97,54,103,193,61,10,214,31,24,172,220,673,218,74,3,24,185,194,1
99,44,93,193,62,8,186,35,22,146,202,521,151,66,0,2,192,197,1
82,37,78,141,55,7,147,45,19,131,169,316,138,69,9,26,189,198,1
102,53,98,219,68,10,214,31,24,166,227,686,204,71,0,16,187,196,1
80,38,54,122,57,6,135,50,18,128,147,263,146,82,7,5,177,184,1
80,38,55,124,58,6,134,51,18,127,148,259,144,81,7,10,177,185,1
101,56,106,214,66,10,225,30,25,178,235,747,210,73,9,15,186,197,1
104,56,102,214,68,11,219,30,25,175,227,708,218,72,4,3,186,196,1
100,51,104,211,67,10,209,32,24,162,222,653,223,73,4,23,186,195,1
92,45,73,164,59,7,159,41,20,146,182,379,187,65,10,14,194,200,1
85,36,77,149,55,7,147,45,19,128,169,322,133,65,8,22,194,201,1
96,49,103,219,67,9,198,33,23,156,218,592,215,69,9,14,189,198,1
87,38,83,176,61,8,164,40,20,129,187,404,132,64,0,25,196,203,1
94,41,95,197,65,9,178,36,21,140,199,478,149,66,2,28,193,200,1
93,41,93,197,64,9,183,36,21,138,202,506,149,65,10,20,193,201,1
103,54,97,180,56,10,219,30,25,170,224,706,220,73,5,14,186,195,1
98,54,104,184,59,10,213,31,24,173,222,668,218,73,4,26,186,195,1
89,44,80,164,59,7,154,42,19,142,181,357,174,69,6,2,191,196,1
83,39,68,127,54,5,135,49,18,132,154,271,162,70,12,5,185,189,1
100,51,109,224,67,9,221,30,24,164,240,729,206,72,6,27,188,199,1
91,46,79,170,62,8,161,41,20,149,184,393,182,68,3,11,189,196,1
102,54,94,177,56,10,219,31,25,170,219,706,211,72,3,23,186,196,1
105,51,101,199,60,9,193,34,22,161,210,559,200,65,10,3,194,200,1
89,39,76,148,58,7,146,46,19,131,167,315,147,71,7,7,185,191,1
87,40,74,142,56,7,147,45,19,136,170,323,155,75,16,5,183,187,1
95,47,99,203,64,9,194,34,22,151,217,571,194,69,5,6,190,197,1
99,50,108,220,66,9,216,30,24,160,236,698,208,72,6,20,188,198,1
88,40,74,142,55,7,146,45,19,136,169,317,156,76,17,4,183,187,1
102,49,106,177,53,11,207,32,23,159,214,642,184,66,1,13,190,199,1
102,54,101,189,57,10,222,30,25,171,224,728,202,70,12,7,188,198,1
98,55,107,168,53,11,224,30,25,178,230,736,216,72,7,29,186,198,1
93,41,95,194,64,8,177,37,21,139,200,473,148,67,1,30,192,199,1
103,55,107,227,67,11,218,30,24,173,228,706,233,68,8,16,189,199,1
83,37,82,144,54,7,150,45,19,131,171,329,136,67,10,20,189,195,1
101,52,107,184,54,11,215,31,24,170,220,683,185,67,3,25,190,201,1
102,54,94,178,56,10,219,31,25,170,219,706,210,72,2,24,186,197,1
92,37,74,173,60,8,161,41,20,134,179,390,131,63,6,18,197,205,1
92,46,79,176,63,8,162,40,20,148,184,399,180,67,3,10,191,198,1
102,54,98,172,54,10,218,31,24,172,222,699,223,72,2,23,186,196,1
98,46,100,209,65,10,196,34,22,150,216,574,172,66,0,25,191,201,1
90,43,79,165,59,7,152,43,19,142,181,351,174,68,10,2,191,196,1
89,39,90,186,61,7,176,37,21,134,200,467,148,68,3,28,191,199,1
96,46,80,182,63,8,167,39,20,149,192,425,182,69,11,2,191,198,1
89,36,73,155,60,7,146,45,19,128,167,316,134,67,0,6,190,197,1
101,55,103,183,59,10,215,31,24,175,220,680,221,74,13,20,186,194,1
109,48,105,200,59,10,205,32,23,157,217,626,176,65,10,26,193,203,1
96,46,95,207,66,9,195,34,22,146,223,573,194,70,0,13,187,196,1
91,44,75,173,61,6,160,41,20,144,184,384,185,65,11,13,194,200,1
85,36,71,129,56,7,128,53,18,125,145,238,123,69,3,30,185,195,1
101,52,102,202,62,9,194,34,22,161,210,569,208,67,5,4,191,198,1
98,42,94,197,63,9,184,36,21,140,202,509,144,65,9,16,194,202,1
98,56,100,176,53,12,224,30,25,187,223,726,213,72,4,7,185,198,1
102,48,100,227,69,10,206,32,23,153,228,636,199,70,3,24,188,198,1
89,40,77,144,55,7,138,48,18,137,161,284,156,67,0,1,191,196,1
85,38,78,153,59,8,151,44,19,130,177,338,134,71,2,18,186,194,1
99,54,102,185,59,10,214,31,24,172,221,672,217,73,6,20,186,194,1
104,50,101,215,65,10,201,33,23,161,217,606,185,66,12,5,194,202,1
105,54,98,199,60,11,217,31,24,169,226,694,202,71,6,21,188,198,1
99,55,97,176,56,10,216,31,24,173,219,684,218,75,6,7,184,193,1
