Attr0,Attr1,Attr2,Attr3,Attr4,Attr6,Attr7,Attr9,Attr10,Attr11,Attr12,class
0.0,0.0,0.0,-3.66,0.35,1.72,-0.22,-0.35,0.57,-0.79,-0.83,1
0.0,0.0,0.0,-3.65,0.37,1.71,-0.2,-0.3,0.54,-0.59,-0.84,1
0.0,0.0,0.0,-3.61,0.36,1.71,-0.18,-0.28,0.53,-0.6,-0.86,1
0.0,0.0,0.0,-3.65,0.3,1.75,-0.2,-0.11,0.49,-0.53,-0.85,1
0.0,1.0,0.0,-3.78,0.27,1.48,0.03,0.07,0.32,-0.79,-0.71,1
0.0,0.0,0.0,-4.13,0.34,1.62,0.19,0.23,0.53,-0.8,-0.68,1
0.0,1.0,0.0,-4.47,0.373,1.15,0.778,0.24,-0.16,-0.82,-0.73,1
0.0,1.0,0.0,-3.68,0.31,1.11,-0.02,-0.18,0.21,-1.14,-0.6,1
0.0,1.0,0.0,-3.96,0.19,1.53,0.12,0.02,0.17,-0.97,-0.46,1
0.0,1.0,0.0,-3.94,-0.29,1.11,0.21,-0.34,-0.14,-1.46,-0.74,1
0.0,0.0,0.0,-3.49,-0.17,1.15,-0.23,-0.2,0.96,-1.21,-0.78,1
0.0,0.0,0.0,-3.05,0.18,1.63,-0.24,0.13,0.71,-1.36,-0.81,1
0.0,1.0,0.0,-1.68,0.28,1.36,-0.24,-0.33,0.68,-1.52,-0.79,1
0.0,0.0,0.0,-2.46,-0.01,1.68,-0.22,-0.08,0.74,-0.91,-0.77,1
0.0,2.0,0.0,-2.36,0.07,1.66,-0.26,0.06,0.83,-1.31,-0.73,1
0.0,1.0,0.0,-3.49,0.23,1.63,-0.36,-0.28,0.57,-0.92,-0.69,1
0.0,2.0,0.0,-3.35,-0.28,0.33,-0.16,-0.09,0.67,-0.28,-0.47,1
0.0,2.0,0.0,-3.25,-0.12,1.36,-0.1,-0.15,0.68,-0.44,-0.56,1
0.0,1.0,0.0,-2.39,0.15,1.03,-0.17,-0.19,0.83,-0.78,-0.6,1
0.0,2.0,0.0,-1.85,0.03,1.45,-0.14,-0.08,0.69,-0.26,-0.54,1
0.0,2.0,0.0,-2.94,-0.56,1.41,-0.2,0.03,0.96,-0.46,-0.57,1
0.0,1.0,0.0,-2.19,-0.16,0.83,-0.09,-0.29,0.61,-0.48,-0.59,1
0.0,3.0,1.0,-3.48,-0.44,1.65,0.12,-0.36,0.09,-0.8,0.01,1
0.0,3.0,1.0,-3.42,-0.72,1.52,0.24,-0.42,-0.01,-0.56,-0.27,1
0.0,0.0,0.0,-3.52,0.31,1.65,0.49,-0.63,-0.14,-0.56,0.16,1
0.0,2.0,0.0,-3.58,0.24,1.52,0.14,-0.36,0.49,-0.43,-0.44,1
0.0,2.0,1.0,-3.69,-0.49,1.69,0.53,-0.68,-0.43,-0.63,-0.44,1
0.0,3.0,1.0,-3.69,-0.06,1.41,0.54,-0.36,-0.56,-0.65,-0.11,1
0.0,9.223372036854776e+18,0.0,-3.33,0.19,1.3,-0.14,-0.17,-0.3,-0.91,-0.21,1
0.0,9.223372036854776e+18,0.0,-3.65,0.11,0.93,0.08,-0.32,0.33,-1.0,0.08,1
0.0,9.223372036854776e+18,0.0,-3.41,0.29,1.33,0.32,0.31,0.39,-1.22,-0.39,1
0.0,9.223372036854776e+18,0.0,-3.65,-0.09,1.64,0.34,0.68,0.21,-1.32,-0.37,1
0.0,9.223372036854776e+18,0.0,-3.77,0.03,1.29,0.75,0.56,-0.54,-0.91,-0.12,1
0.0,9.223372036854776e+18,0.0,-3.66,0.12,1.31,0.0,0.53,0.33,-1.04,-0.43,1
0.0,9.223372036854776e+18,0.0,-3.47,0.02,1.44,0.0,-0.12,-0.77,-0.31,-0.63,1
