Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,class
0.6142342453691823,0.4976288199162966,0.47960248379708065,0.5000907616044491,0.5212713745750148,0.778523065886475,0.8172620034166057,0
0.10002903639537741,0.4976836181492179,0.47958475836412645,0.4999612883454748,0.652077984736929,0.8843341568882364,0.8262723665113924,1
0.39400026381691905,0.5620539060373949,0.4817447375520936,0.4999195051505874,0.6010296449238098,0.8947460669612313,0.9203079488606386,0
0.6672850587193299,0.4095076295929267,0.4774968478105699,0.4999787204369374,0.6315434583444042,0.8232978244467578,0.8613014216188583,0
0.4193799215813956,0.39988867643677595,0.4790431968983669,0.5000091499880768,0.5866674965892207,0.7269784961209722,0.7415626944011517,0
0.40192094807200096,0.5509211690831093,0.4812084571433992,0.5000645670204109,0.40340363634683823,0.8012601414919248,0.8195574116020031,0
0.13657328664311036,0.4650516621235441,0.4787065689113417,0.49999844764787077,0.4775725402568245,0.7970937346225675,0.826913300110709,0
0.2917785901580827,0.5498369855941871,0.4784302827960262,0.500023542424513,0.5249036813278695,0.8745305793455685,0.8368965654980545,0
0.026189980024148296,0.45466641003053154,0.4786018666107186,0.49996150220206975,0.5231847160165873,0.7496229571262936,0.749093813875277,0
0.730553466352186,0.34692246078996225,0.47788213087601916,0.499963043096579,0.4139360961625445,0.8140999469344713,0.8281628767989276,0
0.4997914094110138,0.3989051664811465,0.47949466447262323,0.4999952129781754,0.6790646522794971,0.7972742668276352,0.6607886659987396,0
0.7123111448688243,0.5044587789793207,0.4809750116106848,0.500012675472781,0.5960565915583346,0.7058347573350161,0.7379677315753485,0
0.5171423454354463,0.4313508574123296,0.4809586281078804,0.49995858289133577,0.5809927743926118,0.7744080716762594,0.8248098312600629,0
0.5968939813865746,0.5381214020150759,0.4774219142957423,0.4999544238850399,0.6084062713936349,0.8925047931783912,0.913199901744004,0
0.7843088614505489,0.47676242885873255,0.47811391455726115,0.49993865264829196,0.5728361814067009,0.8551835476300637,0.7495739916345027,0
0.6186373522545723,0.38353598242735376,0.48170823186696476,0.5000343491591926,0.5969558292394238,0.8047678890615843,0.7654711468802751,0
0.6826914886273383,0.5550537531182573,0.48160675966604677,0.4999960856599857,0.5869787982917867,0.7660323372409893,0.8179474521442992,0
0.4599353934760988,0.533062594395699,0.48167110703512556,0.4999432646072206,0.5202703755450035,0.8989482921687075,0.8267344488714473,0
-0.007805205478644883,0.50970724701268,0.47984437210321446,0.49999271561513553,0.6020454656166702,0.7658674945899252,0.7455977384487731,0
0.5912207313898266,0.4457865750749734,0.4786165359482228,0.5000142902095187,0.5340506962101758,0.873015784317305,0.7720321820396167,0
0.4650935718722373,0.5267510264557215,0.47849887314443557,0.5000185788962653,0.5844691530143158,0.7924858324880044,0.8411341008013059,0
0.47146525064650335,0.42437014276426754,0.4790131182529783,0.5000043462501647,0.5143137651273185,0.7588709672386232,0.7846474315385186,0
0.6077332325863112,0.4656860084540576,0.4776418823841774,0.5000892636380224,0.610352710953391,0.7913033915696656,0.7453596073439214,0
0.3403070846274976,0.43574192400453754,0.47907718956311646,0.49992462761542966,0.6020828632797757,0.8531506076444416,0.7458454209748989,0
0.5173779607415626,0.4464344572824274,0.47787220050309476,0.4999585166953452,0.5810844592293268,0.6943119236716168,0.7099747873245591,0
0.4927608288701635,0.502943996956624,0.4790529061919501,0.5000296055447769,0.5186715048729805,0.7512487952715386,0.7457390310686932,0
0.4655902320441718,0.4642104140720115,0.4790041747574797,0.5000221746854566,0.5860421379978173,0.6409615439464983,0.6598482855520609,0
0.42953205769483455,0.49522766430254833,0.47920494887096776,0.5000589614878367,0.5476081779866847,0.8543229414202077,0.8222312860828397,0
0.5560438497549074,0.47270066607951366,0.47814283083899856,0.4999566820827042,0.6276147511375405,0.8630713995477319,0.8031736890308688,0
0.13060504312686083,0.46832335851498336,0.47746318409666394,0.49999298165799105,0.514904963313181,0.8325953370530844,0.8517167001979503,0
0.39233323791856883,0.44349200495130914,0.48126000353057036,0.5000155360415296,0.6393331190242831,0.770586328143524,0.8045265958529599,0
0.36835452384238593,0.3319820320816963,0.47929802399072424,0.49998843082581285,0.6675388930957027,0.8803092736381704,0.7298528226160168,0
0.30942687036235983,0.4880760389386406,0.4786424077455801,0.4999943058118029,0.6151388557439972,0.7292622661080831,0.7852121470168193,0
0.4374845795928661,0.5487772467879601,0.48042779003560016,0.5000100029558625,0.625433532450162,0.7243582572142063,0.7798307425009164,0
0.43099342542991653,0.3979212217294289,0.4784327585385993,0.4999519264108971,0.6116489066987546,0.8312765352498609,0.7734412379795733,0
0.4159397463749789,0.5250675625609683,0.48039237590803835,0.5000172897996785,0.544513298494008,0.7959028512627412,0.7617612037062188,0
0.5534613590876646,0.44166128516236014,0.4798519117164246,0.500011256736193,0.4975885222002041,0.6631434171622375,0.8633082084068416,0
0.3454371691641901,0.48834219792593553,0.47759698869370215,0.5000017228408657,0.5116360959314745,0.8474691798403102,0.7369314587385921,0
0.26872657415112744,0.4836466320272488,0.47989136058103304,0.500026708354821,0.5656188461509455,0.7590581588396504,0.7972153977332587,0
0.43240029479985037,0.49989475613970025,0.47897810943767444,0.5000056864568041,0.5549557213297001,0.7611944365136785,0.7092692896672926,0
0.2586078974335335,0.43393838770159726,0.47851542149959675,0.5000187533252539,0.5786560643873259,0.788945628097251,0.8250648746795864,0
0.6682947583144598,0.4231224878357483,0.4790307698505649,0.49993445157023886,0.47810711173917864,0.8226380903890386,0.7775215306924368,0
0.5666830704565915,0.43771228307447374,0.47496132299010496,0.4999692961947106,0.622630407113603,0.763359005294104,0.6850726303988528,0
0.5562310453497998,0.559059534561389,0.4789101455178823,0.5000035310251828,0.5224020121073352,0.7894336763127242,0.8863390975170234,0
0.7223164203023611,0.48431329655898914,0.48040636810227333,0.499974359464237,0.7517799011527743,0.7563000113195633,0.8193186444374418,0
0.4873324156073743,0.5467830876618807,0.4797087219182623,0.5000225824388511,0.5883674869988613,0.8935704469399361,0.8790772446265421,0
0.26824657567607857,0.42952118557707275,0.4785841233527365,0.49999038095511006,0.46062141963619796,0.7119536985766873,0.8627032302527535,0
0.6445234853687765,0.5300261444283958,0.4796496772355153,0.4999617074504063,0.45427017897762656,0.6833663585649539,0.797981181863704,0
0.24367818900394034,0.5013309299245523,0.4780352683271332,0.5000222186645588,0.4948140547360915,0.7973449523184479,0.7506223639783195,0
0.4609238730048941,0.5296433667251318,0.479357828539821,0.49992099843898563,0.5908432021910864,0.7886473719074,0.753262373349425,0
0.30906271420593734,0.49594856543434046,0.4775245491271848,0.500075630697233,0.4718766827602744,0.6759644331916487,0.7463089764864033,0
0.628786197520996,0.49241511465673204,0.48110144618629974,0.49996980806630936,0.3966511766746479,0.6984508789838759,0.8407240398870478,0
0.45011680138491805,0.5323292539489368,0.4808374913620276,0.4999631029391093,0.5387383767362809,0.856280241199807,0.8408414035469527,0
0.46151304777218993,0.4637582403328139,0.47792367749279346,0.5000633834842498,0.5932785719244834,0.8064097888027456,0.815883520717117,0
0.5542586562150723,0.4409256524843018,0.4790611021054261,0.49998642159973383,0.4715405243191916,0.7316857486035812,0.6681480798122047,0
0.7396342431180752,0.36420969198802855,0.47778984186773116,0.49999238200499996,0.6422905697335731,0.762165706601515,0.7894751994076177,0
0.6059855878172762,0.4349090639871548,0.477630518551909,0.5000203375530634,0.5462322522009586,0.7587083099876007,0.7362390991307612,0
0.3610556527877194,0.4303136202786199,0.4791331941143198,0.49989866028514734,0.4413797325216247,0.7194232022183631,0.7406135269318552,0
0.49225790016119,0.43963287168654164,0.479504140522954,0.49999461676388135,0.5655619511871295,0.633615802467942,0.7661526310182055,0
0.6890775846372926,0.5424309765985259,0.4789896097862738,0.5000121198956216,0.49502973982961995,0.8059449349014566,0.8306824981634491,0
0.19591693020755774,0.4090679493465915,0.4787356732081872,0.5000320687365428,0.5894493677324659,0.7660623946819147,0.8039213583207395,0
0.4470266937383658,0.3842255500789486,0.480343997819204,0.5000439876516964,0.5164017553968989,0.8017125071411937,0.8116945887354413,0
0.3991434096660236,0.5180593374723674,0.47873942888930837,0.5000009372588282,0.47130369487392937,0.7885929249174236,0.9033882592684548,0
0.5113485328227495,0.3669486297699606,0.4799787477381394,0.5000444484175881,0.38866550274191103,0.8353281232979788,0.8675239160016124,0
0.3355028325522634,0.4916372848323141,0.47930044563571517,0.4999831268216733,0.5476834922044147,0.7370485030272034,0.8157803049267357,0
0.2825370386306729,0.5123720588613864,0.47901804849667823,0.4999820777016041,0.4939621194620216,0.7761862497239628,0.8335338366418671,0
0.3475056633417456,0.473594185302988,0.47676927707574124,0.5000462617916874,0.5830274811140912,0.7769982854315483,0.822587818611511,0
0.6919938450124561,0.48963656521321886,0.4804341673057428,0.4999628825031323,0.5860962789093311,0.7152222576666086,0.7964579663980423,0
0.21372969176020706,0.5448795374721395,0.4795667520558172,0.49993939283850014,0.39563386569166337,0.8516208913606492,0.7536163121573691,0
0.20911951658561412,0.42198609646603263,0.4788943349970621,0.4999415652556959,0.5225935641552746,0.8898476382937694,0.7611840126452081,0
0.4823935781713128,0.5012763819164668,0.47932146577525825,0.4999540055583976,0.610591427062861,0.732905306831445,0.7174429998769689,0
0.45415512529773605,0.49762889820195333,0.478462570391855,0.5000299796395413,0.4264360883660804,0.7760035559018427,0.7366850939143037,0
0.5917856053169851,0.6065370979511865,0.478769437172711,0.5000022086725965,0.6231001700547371,0.9220235762864684,0.8298861294607983,0
0.27593287797513266,0.44851949893493037,0.4779744078163069,0.500102250823343,0.46295811027973754,0.734354356671504,0.7599905066620176,0
0.6159614565821527,0.513723252071045,0.4791757432014141,0.5000718139276699,0.4598482473785599,0.8256307221200847,0.8181517885619135,0
0.5027417107793409,0.48210029532034215,0.47644769319556823,0.5000136706226361,0.7298736996230467,0.7730635111341432,0.8585517197369256,0
0.36062796749129394,0.43569591305777994,0.47945207550006863,0.49995021257255623,0.5561656873428283,0.6728623764079212,0.7698423994170281,0
0.23413469136943482,0.4682082323931582,0.4781464615897877,0.499986200834237,0.5877850510622672,0.8140904578124604,0.9328603988410447,0
0.6306833276001153,0.54569912025805,0.47729392555508504,0.4999881224246731,0.5529923105085556,0.757162885787317,0.7606043284902273,0
0.4198256346509693,0.5136871603819595,0.48001474545277933,0.4999653765686747,0.5158989805858304,0.7069742817740658,0.7302024587474197,0
0.6217432510236065,0.36079792337315875,0.4816288096558341,0.5000124439501131,0.5884082001923987,0.8033865459083572,0.8070914604076689,0
0.16904640517307046,0.4545370974386569,0.4792319456640302,0.4999688930785134,0.5039490378580176,0.844623041086135,0.8658788223600592,0
0.3666700708582083,0.5154848848829198,0.4796765141333347,0.49996008469826086,0.5418453056556695,0.7875540493358132,0.8101809604157356,0
0.4715752106283656,0.48959499322328853,0.4795991486563189,0.4999974821458302,0.5896418858570418,0.8046174123975179,0.701294390513624,0
0.40046813534751036,0.5426081752438817,0.47857650096183807,0.500019934286732,0.465828531619288,0.8887088436183539,0.8111806251392852,0
0.5119906244798221,0.37391038128042,0.4819377899596549,0.4999837674364323,0.5934690106294241,0.7189801456118973,0.7726859289265646,0
0.5707365709551888,0.3860745580936281,0.47903698274404233,0.5000321956634234,0.576405223038719,0.6006278200441679,0.7330473223365367,0
0.4170028820169092,0.5196904376199687,0.47874921828429845,0.5000421128913578,0.5437876214109849,0.8322577236460732,0.8156419524173999,0
0.3965687753256335,0.4531301248254046,0.4801349300729844,0.500020255927946,0.6769202377056937,0.8032183741257775,0.7268647139413466,0
0.6175385738509251,0.48287764016997103,0.4776639451268977,0.500044335951573,0.5605839851689423,0.7150268867811914,0.8504151519922899,0
0.5672920606675508,0.4301493129984328,0.47900640796897215,0.5000195714744752,0.5163089427058324,0.7375915470411216,0.8787608585464005,0
0.409348650053663,0.6426751520762184,0.47995557828677643,0.500010811683772,0.5557105510265045,0.7146114025556818,0.8910207832453233,0
0.5513569361598164,0.4566249196297981,0.47717478976372196,0.5000259271223236,0.6219247844163495,0.7727277906214103,0.7367892337778883,0
0.3960199721817559,0.45483472304848577,0.4798830710332552,0.5000310265389745,0.5528994774680094,0.6456321848419379,0.735255105257337,0
0.7926480512990594,0.447001553304849,0.4782538602700932,0.49994931570040124,0.5658583999101208,0.7573277608326687,0.7409171707094598,0
0.7245324763570822,0.45529996995354566,0.48025251422310644,0.5000449919989505,0.5639952160492098,0.8405041878959955,0.841217445518913,0
0.6387672882795429,0.441823013430601,0.478628104860731,0.5000886658432712,0.4845619263407583,0.8336355194112004,0.8573622183934062,0
0.6189687594762303,0.5085194500716079,0.47830352165707285,0.4999142937214499,0.47775032997899536,0.7712675974281495,0.7508190951396619,0
0.6216915261114037,0.4494102991677308,0.4786306707703659,0.5000316938083258,0.3763357544977953,0.7037692656784681,0.8051929618750406,0
0.48413387058032614,0.6141837039121163,0.4794208079459444,0.4999988228882358,0.6735589844233497,0.8129174126262118,0.7864389857454616,0
0.4521711471869845,0.5313114978202366,0.48082112247975367,0.500033290648677,0.6101891188412927,0.8525627316008115,0.8974164975184756,0
0.4488527079012251,0.4404139235753471,0.48236524224613325,0.5000106276564055,0.5287083658391742,0.7335673758156723,0.7759180862053895,0
0.5600080130850674,0.602006256386852,0.4776283642676353,0.4999415749496692,0.5280599349472918,0.8480135071874563,0.7942597115382398,0
0.3991138676992036,0.3790833658709203,0.4798292575427603,0.49998309123565526,0.5661944199116538,0.6683904247546036,0.7270028186346519,0
0.3139922395187952,0.44153335842788727,0.47884895302518315,0.5000641104667516,0.5237277394993275,0.8160973616582119,0.9183813989667635,0
0.32593120826008404,0.48715702309046327,0.4808622077429887,0.4999895698299389,0.6003558044031126,0.820479017108989,0.830399419795132,0
0.5580701716923515,0.35857065621635614,0.47937172059599287,0.4999615665332042,0.5585023332156615,0.8078372861228771,0.7881832787942336,0
0.42655121351774916,0.4868022468804406,0.47940125130084,0.4999292790919645,0.5572777613324948,0.6693653571256215,0.7664413814366997,0
0.42820395741783857,0.4502214049718305,0.478519063223215,0.5000233846219002,0.5126331495835136,0.7172523373407782,0.8368201109170188,0
0.6497527431171198,0.5787515972039521,0.4765197859282793,0.4999708171853623,0.5573024276647038,0.8627420181300013,0.8665638572280511,0
0.7021736293705664,0.3973435665183724,0.47953836641362363,0.500010224853187,0.7029913622614299,0.7332106350257912,0.7082958847809506,0
0.37276073947829735,0.40215787284992005,0.48089329554971794,0.5000313137760134,0.5331528603873377,0.7896206179493476,0.8841512079681133,0
0.6338798546057691,0.4103389532914582,0.4792192094805175,0.5000498411770932,0.4621305378932221,0.7247798841530823,0.8181643682670516,0
0.4599072412299774,0.43150316794131605,0.47642330057389054,0.49998647905415433,0.5316742507670851,0.7355081196061269,0.8081121556802284,0
0.08873436852376632,0.47749071875669824,0.47679368825838164,0.49999873286322977,0.4454664880366142,0.6619004515918837,0.7898819623652443,0
0.23271251749652344,0.5482228996735644,0.48051764896723587,0.5000376472875273,0.46445377848325564,0.8717379623536382,0.8552127441157797,0
0.23086081244619194,0.46932614061022715,0.4816337008831113,0.5000004873522719,0.6534613076099626,0.8796103997033683,0.826326972451067,0
0.45689668693630914,0.41083164807265216,0.4783476199034659,0.500046508489501,0.637190374009525,0.9188230726413362,0.8476338367717601,0
0.2422029631077153,0.5426258001944718,0.47916673664109927,0.4999712674182026,0.46987118639798475,0.6807210536061478,0.768173980961182,0
0.34915965816238004,0.3679891556035475,0.4778359329390455,0.500029782106098,0.5753906433209744,0.8329050679704268,0.7491858522081293,0
0.3243367245407067,0.39263056936993473,0.48026164034596003,0.49988584466064506,0.45371755391668916,0.8462980895528938,0.8436855829019471,0
0.22000398796488607,0.44936114319435216,0.4783691298941748,0.49995639285041443,0.5332706819555633,0.8626545359515088,0.909963497612343,0
