attribute,idx1,val1,idx2,val2,diff
Attr0,0,0.06,1,0.44,0.38
Attr1,0,0.61,1,0.52,0.08999999999999997
Attr2,0,0.48,1,0.48,0.0
Attr3,0,0.5,1,0.5,0.0
Attr4,0,0.49,1,0.43,0.06
Attr5,0,0.92,1,0.47,0.45000000000000007
Attr6,0,0.37,1,0.54,0.17000000000000004
Attr0,0,0.06,2,0.63,0.5700000000000001
Attr1,0,0.61,2,0.47,0.14
Attr2,0,0.48,2,0.48,0.0
Attr3,0,0.5,2,0.5,0.0
Attr4,0,0.49,2,0.51,0.020000000000000018
Attr5,0,0.92,2,0.82,0.10000000000000009
Attr6,0,0.37,2,0.84,0.47
Attr0,0,0.06,3,0.23,0.17
Attr1,0,0.61,3,0.48,0.13
Attr2,0,0.48,3,0.48,0.0
Attr3,0,0.5,3,0.5,0.0
Attr4,0,0.49,3,0.59,0.09999999999999998
Attr5,0,0.92,3,0.88,0.040000000000000036
Attr6,0,0.37,3,0.89,0.52
Attr0,0,0.06,4,0.34,0.28
Attr1,0,0.61,4,0.49,0.12
Attr2,0,0.48,4,0.48,0.0
Attr3,0,0.5,4,0.5,0.0
Attr4,0,0.49,4,0.58,0.08999999999999997
Attr5,0,0.92,4,0.85,0.07000000000000006
Attr6,0,0.37,4,0.8,0.43000000000000005
Attr0,0,0.06,5,0.43,0.37
Attr1,0,0.61,5,0.4,0.20999999999999996
Attr2,0,0.48,5,0.48,0.0
Attr3,0,0.5,5,0.5,0.0
Attr4,0,0.49,5,0.58,0.08999999999999997
Attr5,0,0.92,5,0.75,0.17000000000000004
Attr6,0,0.37,5,0.78,0.41000000000000003
Attr0,0,0.06,6,0.46,0.4
Attr1,0,0.61,6,0.61,0.0
Attr2,0,0.48,6,0.48,0.0
Attr3,0,0.5,6,0.5,0.0
Attr4,0,0.49,6,0.48,0.010000000000000009
Attr5,0,0.92,6,0.86,0.06000000000000005
Attr6,0,0.37,6,0.87,0.5
Attr0,0,0.06,7,0.27,0.21000000000000002
Attr1,0,0.61,7,0.35,0.26
Attr2,0,0.48,7,0.48,0.0
Attr3,0,0.5,7,0.5,0.0
Attr4,0,0.49,7,0.51,0.020000000000000018
Attr5,0,0.92,7,0.77,0.15000000000000002
Attr6,0,0.37,7,0.79,0.42000000000000004
Attr0,0,0.06,8,0.52,0.46
Attr1,0,0.61,8,0.39,0.21999999999999997
Attr2,0,0.48,8,0.48,0.0
Attr3,0,0.5,8,0.5,0.0
Attr4,0,0.49,8,0.65,0.16000000000000003
Attr5,0,0.92,8,0.71,0.21000000000000008
Attr6,0,0.37,8,0.73,0.36
Attr0,0,0.06,9,0.29,0.22999999999999998
Attr1,0,0.61,9,0.47,0.14
Attr2,0,0.48,9,0.48,0.0
Attr3,0,0.5,9,0.5,0.0
Attr4,0,0.49,9,0.71,0.21999999999999997
Attr5,0,0.92,9,0.65,0.27
Attr6,0,0.37,9,0.69,0.31999999999999995
Attr0,0,0.06,10,0.55,0.49000000000000005
Attr1,0,0.61,10,0.47,0.14
Attr2,0,0.48,10,0.48,0.0
Attr3,0,0.5,10,0.5,0.0
Attr4,0,0.49,10,0.57,0.07999999999999996
Attr5,0,0.92,10,0.78,0.14
Attr6,0,0.37,10,0.8,0.43000000000000005
Attr0,0,0.06,11,0.12,0.06
Attr1,0,0.61,11,0.67,0.06000000000000005
Attr2,0,0.48,11,0.48,0.0
Attr3,0,0.5,11,0.5,0.0
Attr4,0,0.49,11,0.74,0.25
Attr5,0,0.92,11,0.58,0.3400000000000001
Attr6,0,0.37,11,0.63,0.26
Attr0,0,0.06,12,0.4,0.34
Attr1,0,0.61,12,0.5,0.10999999999999999
Attr2,0,0.48,12,0.48,0.0
Attr3,0,0.5,12,0.5,0.0
Attr4,0,0.49,12,0.65,0.16000000000000003
Attr5,0,0.92,12,0.82,0.10000000000000009
Attr6,0,0.37,12,0.84,0.47
Attr0,0,0.06,13,0.73,0.6699999999999999
Attr1,0,0.61,13,0.36,0.25
Attr2,0,0.48,13,0.48,0.0
Attr3,0,0.5,13,0.5,0.0
Attr4,0,0.49,13,0.53,0.040000000000000036
Attr5,0,0.92,13,0.91,0.010000000000000009
Attr6,0,0.37,13,0.92,0.55
Attr0,0,0.06,14,0.84,0.78
Attr1,0,0.61,14,0.44,0.16999999999999998
Attr2,0,0.48,14,0.48,0.0
Attr3,0,0.5,14,0.5,0.0
Attr4,0,0.49,14,0.48,0.010000000000000009
Attr5,0,0.92,14,0.71,0.21000000000000008
Attr6,0,0.37,14,0.74,0.37
Attr0,0,0.06,15,0.48,0.42
Attr1,0,0.61,15,0.45,0.15999999999999998
Attr2,0,0.48,15,0.48,0.0
Attr3,0,0.5,15,0.5,0.0
Attr4,0,0.49,15,0.6,0.10999999999999999
Attr5,0,0.92,15,0.78,0.14
Attr6,0,0.37,15,0.8,0.43000000000000005
Attr0,0,0.06,16,0.54,0.48000000000000004
Attr1,0,0.61,16,0.49,0.12
Attr2,0,0.48,16,0.48,0.0
Attr3,0,0.5,16,0.5,0.0
Attr4,0,0.49,16,0.4,0.08999999999999997
Attr5,0,0.92,16,0.87,0.050000000000000044
Attr6,0,0.37,16,0.88,0.51
Attr0,0,0.06,17,0.48,0.42
Attr1,0,0.61,17,0.41,0.2
Attr2,0,0.48,17,0.48,0.0
Attr3,0,0.5,17,0.5,0.0
Attr4,0,0.49,17,0.51,0.020000000000000018
Attr5,0,0.92,17,0.9,0.020000000000000018
Attr6,0,0.37,17,0.88,0.51
Attr0,0,0.06,18,0.5,0.44
Attr1,0,0.61,18,0.66,0.050000000000000044
Attr2,0,0.48,18,0.48,0.0
Attr3,0,0.5,18,0.5,0.0
Attr4,0,0.49,18,0.31,0.18
Attr5,0,0.92,18,0.92,0.0
Attr6,0,0.37,18,0.92,0.55
Attr0,0,0.06,19,0.72,0.6599999999999999
Attr1,0,0.61,19,0.46,0.14999999999999997
Attr2,0,0.48,19,0.48,0.0
Attr3,0,0.5,19,0.5,0.0
Attr4,0,0.49,19,0.51,0.020000000000000018
Attr5,0,0.92,19,0.66,0.26
Attr6,0,0.37,19,0.7,0.32999999999999996
Attr0,0,0.06,20,0.47,0.41
Attr1,0,0.61,20,0.55,0.05999999999999994
Attr2,0,0.48,20,0.48,0.0
Attr3,0,0.5,20,0.5,0.0
Attr4,0,0.49,20,0.58,0.08999999999999997
Attr5,0,0.92,20,0.71,0.21000000000000008
Attr6,0,0.37,20,0.75,0.38
Attr0,0,0.06,21,0.33,0.27
Attr1,0,0.61,21,0.56,0.04999999999999993
Attr2,0,0.48,21,0.48,0.0
Attr3,0,0.5,21,0.5,0.0
Attr4,0,0.49,21,0.33,0.15999999999999998
Attr5,0,0.92,21,0.78,0.14
Attr6,0,0.37,21,0.8,0.43000000000000005
Attr0,0,0.06,22,0.64,0.5800000000000001
Attr1,0,0.61,22,0.58,0.030000000000000027
