attribute,idx1,val1,idx2,val2,diff
Attr0,0,0.0,1,0.0,0.0
Attr1,0,0.0,1,0.0,0.0
Attr2,0,0.0,1,0.0,0.0
Attr3,0,-3.653,1,-3.665,0.01200000000000001
Attr4,0,0.373,1,0.337,0.035999999999999976
Attr6,0,1.705,1,1.791,0.08599999999999985
Attr7,0,-0.222,1,-0.194,0.027999999999999997
Attr9,0,-0.353,1,-0.359,0.006000000000000005
Attr10,0,0.537,1,0.57,0.03299999999999992
Attr11,0,-0.797,1,-0.676,0.121
Attr12,0,-0.813,1,-0.841,0.028000000000000025
Attr0,0,0.0,2,0.0,0.0
Attr1,0,0.0,2,0.0,0.0
Attr2,0,0.0,2,0.0,0.0
Attr3,0,-3.653,2,-3.624,0.028999999999999915
Attr4,0,0.373,2,0.305,0.068
Attr6,0,1.705,2,1.758,0.052999999999999936
Attr7,0,-0.222,2,-0.194,0.027999999999999997
Attr9,0,-0.353,2,-0.273,0.07999999999999996
Attr10,0,0.537,2,0.561,0.02400000000000002
Attr11,0,-0.797,2,-0.577,0.22000000000000008
Attr12,0,-0.813,2,-0.843,0.030000000000000027
Attr0,0,0.0,3,0.0,0.0
Attr1,0,0.0,3,0.0,0.0
Attr2,0,0.0,3,0.0,0.0
Attr3,0,-3.653,3,-3.593,0.06000000000000005
Attr4,0,0.373,3,0.29,0.08300000000000002
Attr6,0,1.705,3,1.707,0.0020000000000000018
Attr7,0,-0.222,3,-0.175,0.047000000000000014
Attr9,0,-0.353,3,-0.137,0.21599999999999997
Attr10,0,0.537,3,0.493,0.04400000000000004
Attr11,0,-0.797,3,-0.492,0.30500000000000005
Attr12,0,-0.813,3,-0.926,0.1130000000000001
Attr0,0,0.0,4,0.0,0.0
Attr1,0,0.0,4,0.0,0.0
Attr2,0,0.0,4,0.0,0.0
Attr3,0,-3.653,4,-3.604,0.04899999999999993
Attr4,0,0.373,4,0.235,0.138
Attr6,0,1.705,4,1.786,0.08099999999999996
Attr7,0,-0.222,4,-0.153,0.069
Attr9,0,-0.353,4,-0.096,0.257
Attr10,0,0.537,4,0.488,0.049000000000000044
Attr11,0,-0.797,4,-0.524,0.273
Attr12,0,-0.813,4,-1.003,0.18999999999999995
Attr0,0,0.0,5,0.0,0.0
Attr1,0,0.0,5,1.0,1.0
Attr2,0,0.0,5,0.0,0.0
Attr3,0,-3.653,5,-4.102,0.4490000000000003
Attr4,0,0.373,5,0.209,0.164
Attr6,0,1.705,5,0.423,1.282
Attr7,0,-0.222,5,0.985,1.207
Attr9,0,-0.353,5,0.663,1.016
Attr10,0,0.537,5,0.036,0.501
Attr11,0,-0.797,5,-0.784,0.013000000000000012
Attr12,0,-0.813,5,-0.668,0.1449999999999999
Attr0,0,0.0,6,0.0,0.0
Attr1,0,0.0,6,1.0,1.0
Attr2,0,0.0,6,0.0,0.0
Attr3,0,-3.653,6,-4.275,0.6220000000000003
Attr4,0,0.373,6,0.162,0.211
Attr6,0,1.705,6,0.662,1.0430000000000001
Attr7,0,-0.222,6,0.94,1.162
Attr9,0,-0.353,6,0.711,1.064
Attr10,0,0.537,6,0.073,0.464
Attr11,0,-0.797,6,-0.827,0.029999999999999916
Attr12,0,-0.813,6,-0.655,0.15799999999999992
Attr0,0,0.0,7,0.0,0.0
Attr1,0,0.0,7,1.0,1.0
Attr2,0,0.0,7,0.0,0.0
Attr3,0,-3.653,7,-4.473,0.8199999999999998
Attr4,0,0.373,7,0.373,0.0
Attr6,0,1.705,7,0.919,0.786
Attr7,0,-0.222,7,0.778,1.0
Attr9,0,-0.353,7,0.653,1.006
Attr10,0,0.537,7,-0.216,0.753
Attr11,0,-0.797,7,-0.891,0.09399999999999997
Attr12,0,-0.813,7,-0.627,0.18599999999999994
Attr0,0,0.0,8,0.0,0.0
Attr1,0,0.0,8,1.0,1.0
Attr2,0,0.0,8,0.0,0.0
Attr3,0,-3.653,8,-4.477,0.8240000000000003
Attr4,0,0.373,8,0.246,0.127
Attr6,0,1.705,8,1.108,0.597
Attr7,0,-0.222,8,0.682,0.904
Attr9,0,-0.353,8,0.424,0.7769999999999999
Attr10,0,0.537,8,-0.264,0.801
Attr11,0,-0.797,8,-1.195,0.398
Attr12,0,-0.813,8,-0.52,0.2929999999999999
Attr0,0,0.0,9,0.0,0.0
Attr1,0,0.0,9,1.0,1.0
Attr2,0,0.0,9,0.0,0.0
Attr3,0,-3.653,9,-4.314,0.661
Attr4,0,0.373,9,-0.106,0.479
Attr6,0,1.705,9,1.192,0.5130000000000001
Attr7,0,-0.222,9,0.687,0.909
Attr9,0,-0.353,9,0.158,0.511
Attr10,0,0.537,9,-0.193,0.73
Attr11,0,-0.797,9,-1.342,0.545
Attr12,0,-0.813,9,-0.447,0.36599999999999994
Attr0,0,0.0,10,0.0,0.0
Attr1,0,0.0,10,1.0,1.0
Attr2,0,0.0,10,0.0,0.0
Attr3,0,-3.653,10,-4.158,0.5050000000000003
Attr4,0,0.373,10,-0.342,0.7150000000000001
Attr6,0,1.705,10,1.09,0.615
Attr7,0,-0.222,10,0.56,0.782
Attr9,0,-0.353,10,0.395,0.748
Attr10,0,0.537,10,-0.328,0.865
Attr11,0,-0.797,10,-1.52,0.723
Attr12,0,-0.813,10,-0.498,0.31499999999999995
Attr0,0,0.0,11,0.0,0.0
Attr1,0,0.0,11,2.0,2.0
Attr2,0,0.0,11,0.0,0.0
Attr3,0,-3.653,11,-1.202,2.451
Attr4,0,0.373,11,-0.253,0.626
Attr6,0,1.705,11,0.809,0.896
Attr7,0,-0.222,11,-0.367,0.145
Attr9,0,-0.353,11,0.32,0.673
Attr10,0,0.537,11,1.034,0.497
Attr11,0,-0.797,11,-1.385,0.588
Attr12,0,-0.813,11,-0.706,0.10699999999999998
Attr0,0,0.0,12,0.0,0.0
Attr1,0,0.0,12,2.0,2.0
Attr2,0,0.0,12,0.0,0.0
Attr3,0,-3.653,12,-1.298,2.355
Attr4,0,0.373,12,-0.295,0.6679999999999999
Attr6,0,1.705,12,0.955,0.7500000000000001
Attr7,0,-0.222,12,-0.278,0.05600000000000002
Attr9,0,-0.353,12,0.285,0.6379999999999999
Attr10,0,0.537,12,0.915,0.378
Attr11,0,-0.797,12,-1.569,0.7719999999999999
Attr12,0,-0.813,12,-0.562,0.2509999999999999
Attr0,0,0.0,13,0.0,0.0
Attr1,0,0.0,13,2.0,2.0
Attr2,0,0.0,13,0.0,0.0
Attr3,0,-3.653,13,-1.393,2.26
Attr4,0,0.373,13,-0.305,0.6779999999999999
Attr6,0,1.705,13,1.1,0.605
Attr7,0,-0.222,13,-0.254,0.032
Attr9,0,-0.353,13,0.363,0.716
Attr10,0,0.537,13,0.795,0.258
Attr11,0,-0.797,13,-1.521,0.7239999999999999
Attr12,0,-0.813,13,-0.756,0.05699999999999994
Attr0,0,0.0,14,0.0,0.0
Attr1,0,0.0,14,2.0,2.0
Attr2,0,0.0,14,0.0,0.0
Attr3,0,-3.653,14,-1.417,2.2359999999999998
Attr4,0,0.373,14,-0.319,0.692
Attr6,0,1.705,14,1.072,0.633
Attr7,0,-0.222,14,-0.221,0.0010000000000000009
Attr9,0,-0.353,14,0.43,0.7829999999999999
Attr10,0,0.537,14,0.923,0.386
Attr11,0,-0.797,14,-1.486,0.689
Attr12,0,-0.813,14,-0.698,0.11499999999999999
Attr0,0,0.0,15,0.0,0.0
Attr1,0,0.0,15,2.0,2.0
Attr2,0,0.0,15,0.0,0.0
Attr3,0,-3.653,15,-1.384,2.269
Attr4,0,0.373,15,-0.321,0.694
Attr6,0,1.705,15,0.937,0.768
Attr7,0,-0.222,15,-0.289,0.06699999999999998
Attr9,0,-0.353,15,0.463,0.8160000000000001
Attr10,0,0.537,15,1.096,0.559
Attr11,0,-0.797,15,-1.436,0.6389999999999999
Attr12,0,-0.813,15,-0.701,0.11199999999999999
Attr0,0,0.0,16,0.0,0.0
Attr1,0,0.0,16,2.0,2.0
Attr2,0,0.0,16,0.0,0.0
Attr3,0,-3.653,16,-1.215,2.4379999999999997
Attr4,0,0.373,16,-0.288,0.661
Attr6,0,1.705,16,0.834,0.8710000000000001
Attr7,0,-0.222,16,-0.379,0.157
Attr9,0,-0.353,16,0.503,0.856
Attr10,0,0.537,16,1.337,0.7999999999999999
Attr11,0,-0.797,16,-1.36,0.5630000000000001
Attr12,0,-0.813,16,-0.682,0.1309999999999999
Attr0,0,0.0,17,0.0,0.0
Attr1,0,0.0,17,3.0,3.0
Attr2,0,0.0,17,0.0,0.0
Attr3,0,-3.653,17,-1.548,2.105
Attr4,0,0.373,17,-0.4,0.773
Attr6,0,1.705,17,0.244,1.461
Attr7,0,-0.222,17,-0.101,0.121
Attr9,0,-0.353,17,0.551,0.904
Attr10,0,0.537,17,1.248,0.711
Attr11,0,-0.797,17,0.129,0.926
Attr12,0,-0.813,17,-0.456,0.35699999999999993
Attr0,0,0.0,18,0.0,0.0
Attr1,0,0.0,18,3.0,3.0
Attr2,0,0.0,18,0.0,0.0
Attr3,0,-3.653,18,-1.507,2.146
Attr4,0,0.373,18,-0.457,0.8300000000000001
Attr6,0,1.705,18,0.256,1.449
Attr7,0,-0.222,18,-0.081,0.14100000000000001
Attr9,0,-0.353,18,0.556,0.909
Attr10,0,0.537,18,1.291,0.7539999999999999
Attr11,0,-0.797,18,0.121,0.918
Attr12,0,-0.813,18,-0.456,0.35699999999999993
Attr0,0,0.0,19,0.0,0.0
Attr1,0,0.0,19,3.0,3.0
Attr2,0,0.0,19,0.0,0.0
Attr3,0,-3.653,19,-1.656,1.997
Attr4,0,0.373,19,-0.496,0.869
Attr6,0,1.705,19,0.363,1.342
Attr7,0,-0.222,19,-0.002,0.22
Attr9,0,-0.353,19,0.535,0.888
Attr10,0,0.537,19,1.319,0.7819999999999999
Attr11,0,-0.797,19,-0.012,0.785
Attr12,0,-0.813,19,-0.49,0.32299999999999995
Attr0,0,0.0,20,0.0,0.0
Attr1,0,0.0,20,3.0,3.0
Attr2,0,0.0,20,0.0,0.0
Attr3,0,-3.653,20,-1.823,1.83
Attr4,0,0.373,20,-0.578,0.951
Attr6,0,1.705,20,0.52,1.185
Attr7,0,-0.222,20,0.052,0.274
Attr9,0,-0.353,20,0.535,0.888
Attr10,0,0.537,20,1.318,0.781
Attr11,0,-0.797,20,-0.115,0.682
Attr12,0,-0.813,20,-0.505,0.30799999999999994
Attr0,0,0.0,21,0.0,0.0
Attr1,0,0.0,21,3.0,3.0
Attr2,0,0.0,21,0.0,0.0
Attr3,0,-3.653,21,-1.953,1.7
Attr4,0,0.373,21,-0.596,0.969
Attr6,0,1.705,21,0.619,1.086
Attr7,0,-0.222,21,0.056,0.278
Attr9,0,-0.353,21,0.592,0.945
Attr10,0,0.537,21,1.289,0.7519999999999999
Attr11,0,-0.797,21,-0.163,0.634
Attr12,0,-0.813,21,-0.523,0.2899999999999999
Attr0,0,0.0,22,0.0,0.0
Attr1,0,0.0,22,3.0,3.0
Attr2,0,0.0,22,0.0,0.0
Attr3,0,-3.653,22,-2.058,1.5950000000000002
Attr4,0,0.373,22,-0.61,0.983
Attr6,0,1.705,22,0.696,1.0090000000000001
Attr7,0,-0.222,22,0.072,0.294
Attr9,0,-0.353,22,0.626,0.979
Attr10,0,0.537,22,1.303,0.7659999999999999
Attr11,0,-0.797,22,-0.192,0.605
Attr12,0,-0.813,22,-0.538,0.2749999999999999
Attr0,0,0.0,23,0.0,0.0
Attr1,0,0.0,23,4.0,4.0
Attr2,0,0.0,23,1.0,1.0
Attr3,0,-3.653,23,-3.034,0.6190000000000002
Attr4,0,0.373,23,-1.274,1.647
Attr6,0,1.705,23,1.521,0.18400000000000016
Attr7,0,-0.222,23,0.66,0.882
Attr9,0,-0.353,23,-0.361,0.008000000000000007
Attr10,0,0.537,23,-0.468,1.0050000000000001
Attr11,0,-0.797,23,-0.74,0.05700000000000005
Attr12,0,-0.813,23,0.517,1.33
Attr0,0,0.0,24,0.0,0.0
Attr1,0,0.0,24,4.0,4.0
Attr2,0,0.0,24,1.0,1.0
Attr3,0,-3.653,24,-3.162,0.4910000000000001
Attr4,0,0.373,24,-1.137,1.51
Attr6,0,1.705,24,1.44,0.2650000000000001
Attr7,0,-0.222,24,0.688,0.9099999999999999
Attr9,0,-0.353,24,-0.447,0.09400000000000003
Attr10,0,0.537,24,-0.518,1.0550000000000002
Attr11,0,-0.797,24,-0.52,0.277
Attr12,0,-0.813,24,0.641,1.454
Attr0,0,0.0,25,0.0,0.0
Attr1,0,0.0,25,4.0,4.0
Attr2,0,0.0,25,1.0,1.0
Attr3,0,-3.653,25,-3.39,0.2629999999999999
Attr4,0,0.373,25,-0.956,1.329
Attr6,0,1.705,25,1.547,0.15800000000000014
Attr7,0,-0.222,25,0.658,0.88
Attr9,0,-0.353,25,-0.65,0.29700000000000004
Attr10,0,0.537,25,-0.604,1.141
Attr11,0,-0.797,25,-0.295,0.502
Attr12,0,-0.813,25,0.616,1.4289999999999998
Attr0,0,0.0,26,0.0,0.0
Attr1,0,0.0,26,4.0,4.0
Attr2,0,0.0,26,1.0,1.0
Attr3,0,-3.653,26,-3.485,0.16800000000000015
Attr4,0,0.373,26,-0.86,1.233
Attr6,0,1.705,26,1.501,0.20400000000000018
Attr7,0,-0.222,26,0.578,0.7999999999999999
Attr9,0,-0.353,26,-0.663,0.31000000000000005
Attr10,0,0.537,26,-0.602,1.139
Attr11,0,-0.797,26,-0.318,0.47900000000000004
Attr12,0,-0.813,26,0.575,1.388
Attr0,0,0.0,27,0.0,0.0
Attr1,0,0.0,27,4.0,4.0
Attr2,0,0.0,27,1.0,1.0
Attr3,0,-3.653,27,-3.689,0.03600000000000003
Attr4,0,0.373,27,-0.599,0.972
Attr6,0,1.705,27,1.307,0.39800000000000013
Attr7,0,-0.222,27,0.605,0.827
Attr9,0,-0.353,27,-0.752,0.399
Attr10,0,0.537,27,-0.697,1.234
Attr11,0,-0.797,27,-0.355,0.44200000000000006
Attr12,0,-0.813,27,0.702,1.515
Attr0,0,0.0,28,0.0,0.0
Attr1,0,0.0,28,4.0,4.0
Attr2,0,0.0,28,1.0,1.0
Attr3,0,-3.653,28,-3.693,0.040000000000000036
Attr4,0,0.373,28,-0.568,0.941
Attr6,0,1.705,28,1.236,0.4690000000000001
Attr7,0,-0.222,28,0.612,0.834
Attr9,0,-0.353,28,-0.804,0.45100000000000007
Attr10,0,0.537,28,-0.763,1.3
Attr11,0,-0.797,28,-0.346,0.45100000000000007
Attr12,0,-0.813,28,0.788,1.601
Attr0,0,0.0,29,0.0,0.0
Attr1,0,0.0,29,5.0,5.0
Attr2,0,0.0,29,1.0,1.0
Attr3,0,-3.653,29,-3.322,0.33099999999999996
Attr4,0,0.373,29,-0.303,0.6759999999999999
Attr6,0,1.705,29,0.963,0.7420000000000001
Attr7,0,-0.222,29,0.921,1.143
Attr9,0,-0.353,29,1.059,1.412
Attr10,0,0.537,29,-1.079,1.616
Attr11,0,-0.797,29,-1.004,0.20699999999999996
Attr12,0,-0.813,29,0.112,0.9249999999999999
Attr0,0,0.0,30,0.0,0.0
Attr1,0,0.0,30,5.0,5.0
Attr2,0,0.0,30,1.0,1.0
Attr3,0,-3.653,30,-3.268,0.38500000000000023
Attr4,0,0.373,30,-0.079,0.452
Attr6,0,1.705,30,0.763,0.9420000000000001
Attr7,0,-0.222,30,1.043,1.265
Attr9,0,-0.353,30,0.892,1.245
Attr10,0,0.537,30,-1.293,1.83
Attr11,0,-0.797,30,-1.033,0.23599999999999988
Attr12,0,-0.813,30,0.199,1.012
Attr0,0,0.0,31,0.0,0.0
Attr1,0,0.0,31,5.0,5.0
Attr2,0,0.0,31,1.0,1.0
Attr3,0,-3.653,31,-3.347,0.30600000000000005
Attr4,0,0.373,31,-0.159,0.532
