attribute,idx1,val1,idx2,val2,diff
Attr0,0,4.9,1,4.6,0.3000000000000007
Attr1,0,3.0,1,3.1,0.10000000000000009
Attr2,0,1.4,1,1.5,0.10000000000000009
Attr3,0,0.2,1,0.2,0.0
Attr0,0,4.9,2,5.0,0.09999999999999964
Attr1,0,3.0,2,3.6,0.6000000000000001
Attr2,0,1.4,2,1.4,0.0
Attr3,0,0.2,2,0.2,0.0
Attr0,0,4.9,3,5.4,0.5
Attr1,0,3.0,3,3.9,0.8999999999999999
Attr2,0,1.4,3,1.7,0.30000000000000004
Attr3,0,0.2,3,0.4,0.2
Attr0,0,4.9,4,4.6,0.3000000000000007
Attr1,0,3.0,4,3.4,0.3999999999999999
Attr2,0,1.4,4,1.4,0.0
Attr3,0,0.2,4,0.3,0.09999999999999998
Attr0,0,4.9,5,5.0,0.09999999999999964
Attr1,0,3.0,5,3.4,0.3999999999999999
Attr2,0,1.4,5,1.5,0.10000000000000009
Attr3,0,0.2,5,0.2,0.0
Attr0,0,4.9,6,4.4,0.5
Attr1,0,3.0,6,2.9,0.10000000000000009
Attr2,0,1.4,6,1.4,0.0
Attr3,0,0.2,6,0.2,0.0
Attr0,0,4.9,7,5.4,0.5
Attr1,0,3.0,7,3.7,0.7000000000000002
Attr2,0,1.4,7,1.5,0.10000000000000009
Attr3,0,0.2,7,0.2,0.0
Attr0,0,4.9,8,4.8,0.10000000000000053
Attr1,0,3.0,8,3.4,0.3999999999999999
Attr2,0,1.4,8,1.6,0.20000000000000018
Attr3,0,0.2,8,0.2,0.0
Attr0,0,4.9,9,4.8,0.10000000000000053
Attr1,0,3.0,9,3.0,0.0
Attr2,0,1.4,9,1.4,0.0
Attr3,0,0.2,9,0.1,0.1
Attr0,0,4.9,10,4.3,0.6000000000000005
Attr1,0,3.0,10,3.0,0.0
Attr2,0,1.4,10,1.1,0.2999999999999998
Attr3,0,0.2,10,0.1,0.1
Attr0,0,4.9,11,5.7,0.7999999999999998
Attr1,0,3.0,11,4.4,1.4000000000000004
Attr2,0,1.4,11,1.5,0.10000000000000009
Attr3,0,0.2,11,0.4,0.2
Attr0,0,4.9,12,5.4,0.5
Attr1,0,3.0,12,3.9,0.8999999999999999
Attr2,0,1.4,12,1.3,0.09999999999999987
Attr3,0,0.2,12,0.4,0.2
Attr0,0,4.9,13,5.1,0.1999999999999993
Attr1,0,3.0,13,3.5,0.5
Attr2,0,1.4,13,1.4,0.0
Attr3,0,0.2,13,0.3,0.09999999999999998
Attr0,0,4.9,14,5.7,0.7999999999999998
Attr1,0,3.0,14,3.8,0.7999999999999998
Attr2,0,1.4,14,1.7,0.30000000000000004
Attr3,0,0.2,14,0.3,0.09999999999999998
Attr0,0,4.9,15,5.1,0.1999999999999993
Attr1,0,3.0,15,3.8,0.7999999999999998
Attr2,0,1.4,15,1.5,0.10000000000000009
Attr3,0,0.2,15,0.3,0.09999999999999998
Attr0,0,4.9,16,5.4,0.5
Attr1,0,3.0,16,3.4,0.3999999999999999
Attr2,0,1.4,16,1.7,0.30000000000000004
Attr3,0,0.2,16,0.2,0.0
Attr0,0,4.9,17,5.1,0.1999999999999993
Attr1,0,3.0,17,3.7,0.7000000000000002
Attr2,0,1.4,17,1.5,0.10000000000000009
Attr3,0,0.2,17,0.4,0.2
Attr0,0,4.9,18,4.6,0.3000000000000007
Attr1,0,3.0,18,3.6,0.6000000000000001
Attr2,0,1.4,18,1.0,0.3999999999999999
Attr3,0,0.2,18,0.2,0.0
Attr0,0,4.9,19,5.1,0.1999999999999993
Attr1,0,3.0,19,3.3,0.2999999999999998
Attr2,0,1.4,19,1.7,0.30000000000000004
Attr3,0,0.2,19,0.5,0.3
Attr0,0,4.9,20,4.8,0.10000000000000053
Attr1,0,3.0,20,3.4,0.3999999999999999
Attr2,0,1.4,20,1.9,0.5
Attr3,0,0.2,20,0.2,0.0
Attr0,0,4.9,21,5.0,0.09999999999999964
Attr1,0,3.0,21,3.0,0.0
Attr2,0,1.4,21,1.6,0.20000000000000018
Attr3,0,0.2,21,0.2,0.0
Attr0,0,4.9,22,5.0,0.09999999999999964
Attr1,0,3.0,22,3.4,0.3999999999999999
Attr2,0,1.4,22,1.6,0.20000000000000018
Attr3,0,0.2,22,0.4,0.2
Attr0,0,4.9,23,5.2,0.2999999999999998
Attr1,0,3.0,23,3.5,0.5
Attr2,0,1.4,23,1.5,0.10000000000000009
Attr3,0,0.2,23,0.2,0.0
Attr0,0,4.9,24,5.2,0.2999999999999998
Attr1,0,3.0,24,3.4,0.3999999999999999
Attr2,0,1.4,24,1.4,0.0
Attr3,0,0.2,24,0.2,0.0
Attr0,0,4.9,25,4.7,0.20000000000000018
Attr1,0,3.0,25,3.2,0.20000000000000018
Attr2,0,1.4,25,1.6,0.20000000000000018
Attr3,0,0.2,25,0.2,0.0
Attr0,0,4.9,26,4.8,0.10000000000000053
Attr1,0,3.0,26,3.1,0.10000000000000009
Attr2,0,1.4,26,1.6,0.20000000000000018
Attr3,0,0.2,26,0.2,0.0
Attr0,0,4.9,27,5.4,0.5
Attr1,0,3.0,27,3.4,0.3999999999999999
Attr2,0,1.4,27,1.5,0.10000000000000009
Attr3,0,0.2,27,0.4,0.2
Attr0,0,4.9,28,5.2,0.2999999999999998
Attr1,0,3.0,28,4.1,1.0999999999999996
Attr2,0,1.4,28,1.5,0.10000000000000009
Attr3,0,0.2,28,0.1,0.1
Attr0,0,4.9,29,5.5,0.5999999999999996
Attr1,0,3.0,29,4.2,1.2000000000000002
Attr2,0,1.4,29,1.4,0.0
Attr3,0,0.2,29,0.2,0.0
Attr0,0,4.9,30,4.9,0.0
Attr1,0,3.0,30,3.1,0.10000000000000009
Attr2,0,1.4,30,1.5,0.10000000000000009
Attr3,0,0.2,30,0.1,0.1
Attr0,0,4.9,31,5.0,0.09999999999999964
Attr1,0,3.0,31,3.2,0.20000000000000018
Attr2,0,1.4,31,1.2,0.19999999999999996
Attr3,0,0.2,31,0.2,0.0
Attr0,0,4.9,32,5.5,0.5999999999999996
Attr1,0,3.0,32,3.5,0.5
Attr2,0,1.4,32,1.3,0.09999999999999987
Attr3,0,0.2,32,0.2,0.0
Attr0,0,4.9,33,4.9,0.0
Attr1,0,3.0,33,3.1,0.10000000000000009
Attr2,0,1.4,33,1.5,0.10000000000000009
Attr3,0,0.2,33,0.1,0.1
Attr0,0,4.9,34,4.4,0.5
Attr1,0,3.0,34,3.0,0.0
Attr2,0,1.4,34,1.3,0.09999999999999987
Attr3,0,0.2,34,0.2,0.0
Attr0,0,4.9,35,5.1,0.1999999999999993
Attr1,0,3.0,35,3.4,0.3999999999999999
Attr2,0,1.4,35,1.5,0.10000000000000009
Attr3,0,0.2,35,0.2,0.0
Attr0,0,4.9,36,5.0,0.09999999999999964
Attr1,0,3.0,36,3.5,0.5
Attr2,0,1.4,36,1.3,0.09999999999999987
Attr3,0,0.2,36,0.3,0.09999999999999998
Attr0,0,4.9,37,4.5,0.40000000000000036
Attr1,0,3.0,37,2.3,0.7000000000000002
Attr2,0,1.4,37,1.3,0.09999999999999987
Attr3,0,0.2,37,0.3,0.09999999999999998
Attr0,0,4.9,38,5.1,0.1999999999999993
Attr1,0,3.0,38,3.8,0.7999999999999998
Attr2,0,1.4,38,1.9,0.5
Attr3,0,0.2,38,0.4,0.2
Attr0,0,4.9,39,4.8,0.10000000000000053
Attr1,0,3.0,39,3.0,0.0
Attr2,0,1.4,39,1.4,0.0
Attr3,0,0.2,39,0.3,0.09999999999999998
Attr0,0,4.9,40,5.1,0.1999999999999993
Attr1,0,3.0,40,3.8,0.7999999999999998
Attr2,0,1.4,40,1.6,0.20000000000000018
Attr3,0,0.2,40,0.2,0.0
Attr0,0,4.9,41,4.6,0.3000000000000007
Attr1,0,3.0,41,3.2,0.20000000000000018
Attr2,0,1.4,41,1.4,0.0
Attr3,0,0.2,41,0.2,0.0
Attr0,0,4.9,42,5.3,0.39999999999999947
Attr1,0,3.0,42,3.7,0.7000000000000002
Attr2,0,1.4,42,1.5,0.10000000000000009
Attr3,0,0.2,42,0.2,0.0
Attr0,0,4.9,43,5.0,0.09999999999999964
Attr1,0,3.0,43,3.3,0.2999999999999998
Attr2,0,1.4,43,1.4,0.0
Attr3,0,0.2,43,0.2,0.0
Attr0,0,4.9,44,4.7,0.20000000000000018
Attr1,0,3.0,44,3.2,0.20000000000000018
Attr2,0,1.4,44,1.3,0.09999999999999987
Attr3,0,0.2,44,0.2,0.0
Attr0,0,4.9,45,4.9,0.0
Attr1,0,3.0,45,3.1,0.10000000000000009
Attr2,0,1.4,45,1.5,0.10000000000000009
Attr3,0,0.2,45,0.1,0.1
Attr0,0,4.9,46,5.8,0.8999999999999995
Attr1,0,3.0,46,4.0,1.0
Attr2,0,1.4,46,1.2,0.19999999999999996
Attr3,0,0.2,46,0.2,0.0
Attr0,0,4.9,47,4.4,0.5
Attr1,0,3.0,47,3.2,0.20000000000000018
Attr2,0,1.4,47,1.3,0.09999999999999987
Attr3,0,0.2,47,0.2,0.0
Attr0,0,4.9,48,5.0,0.09999999999999964
Attr1,0,3.0,48,3.5,0.5
Attr2,0,1.4,48,1.6,0.20000000000000018
Attr3,0,0.2,48,0.6,0.39999999999999997
Attr0,1,4.6,2,5.0,0.40000000000000036
Attr1,1,3.1,2,3.6,0.5
Attr2,1,1.5,2,1.4,0.10000000000000009
Attr3,1,0.2,2,0.2,0.0
