Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,class
0.025203490041533796,0.9989165484533689,12.99401946740296,-0.014119662895805435,0.5701457865573671,-0.22481670869327797,4.931775452251678e-05,-2.2067932088167734e-05,-6.465257063636447e-05,0.0005087609637983231,0.0002876382806353243,-3.151250349554208e-05,-3.4046986385115154e-05,4.019531195675641e-06,-9.328704970616154e-05,-3.125891095151521e-05,3.889578590821704e-05,3.528560432693381e-05,-5.178180640599556e-06,-2.1726592328001967e-05,7.451256640599105e-06,-0.00019152024567964233,507.23919540930603,0.9231086771332071,0.08420128972487403,-0.00024907486365960136,0.9087349724190898,0.9995987607406762,0.00021899279634977854,0.9989363071191242,0.0001374441238929457,-0.0006048268691908414,1.0017255741608373,-0.0009963772133924347,0.00029194925989157105,0.10764481182430805,-0.0012228789734946633,0.9442377883516925,1.0002857632296431,0
-0.017979734620077403,1.0030654371277123,12.988827791488804,0.008111873626306705,0.6047501741678032,0.13896476250197232,4.970228318210265e-05,-4.150276838703982e-05,-1.8721833523103836e-05,-0.0006887583106663003,0.0003919161003222438,-0.001134218318946569,-2.6992811379684938e-05,-2.2661133456641134e-06,-2.9913634629405497e-06,1.8762881743202105e-05,6.629032887433743e-06,-5.9788028755599624e-05,-3.826566169719263e-05,4.121482092221118e-05,2.8231094838432525e-05,-1.969732759348884e-06,514.2658550142359,0.9892590188512953,0.013590483832770447,0.00021427163110385365,0.8770471590280857,0.9992194138340686,-0.0008643811764182682,0.9962438589590448,7.335595758019973e-06,0.0021161011297781253,1.0036963986196417,-0.0019233618971029797,0.00018501146650338324,0.003598401465634761,0.00022677998621955657,0.9093953352433275,0.008219883762035338,1
0.017235795377549643,1.0002077955124873,13.022029644716797,-0.0079213819902389,-0.561327000170506,-0.31401179255619155,-5.258676274906293e-06,2.1207733576027134e-06,-6.041957173573655e-06,-0.00032290913932160945,-0.00015015234214682088,-7.851227477641047e-05,1.6101895580738605e-05,5.58633606039761e-05,-2.454869553677602e-05,2.2990728594520547e-05,4.563765606744032e-06,3.7511673280916486e-05,6.229410832399842e-05,5.043476537982711e-05,4.1638158059614323e-05,1.829217659998442e-05,510.4715887508503,1.2951367441158554,0.07006380361139783,0.00024165319152365082,0.9554231928718866,1.0012957909324247,-0.004213919088298168,1.00550267575824,4.768254159811281e-05,-0.002752120720408496,0.9854949402174373,0.002598177039008804,-8.322601708964454e-05,0.033543141426370125,0.001236209302506374,0.9019823797399217,1.0010154088307295,0
-0.01099528374144967,1.0021915187042336,13.005371806885718,0.011270286039295592,-0.6376801482148398,0.15905213996993434,2.074142010682221e-05,-4.6126003942963054e-05,4.4891825335834324e-05,0.00033245967692727894,0.00031525941431104627,0.0008498054018454687,-6.989166074250803e-06,-2.1738288224295794e-05,-7.353188159666572e-05,-7.712246109220697e-06,2.2712545670148927e-05,-8.18057390209728e-05,-4.387360131975933e-05,-1.1113716676439364e-05,-2.4213103405528992e-05,0.00023476011855680528,506.9437063219087,0.6990162702979434,0.051850893728908456,0.0006222390328369325,0.8933027657478172,0.9995382471018462,0.0057085686161577305,1.0036845339290317,2.5604304980235687e-05,0.0022397148165892527,0.9957653115881401,-0.00021635152394224694,-0.00023261937437453942,0.046839247383814425,-0.005233290125914139,0.9166649121270694,1.0003663955448787,0
-0.015043390069250564,1.0047163219834683,13.008516890954983,-0.0003813612639162907,-0.07643287476388794,0.3697208021339717,5.841074859808767e-05,2.8966771658929677e-05,5.365435803600297e-05,-0.0006870222414843953,0.00017541219146149136,-0.00015157572178667425,-2.1070574942057508e-05,8.580264773920116e-06,-4.9333188439698724e-05,1.1231804884302274e-05,4.537957829238846e-06,3.16910576053505e-05,3.6277541253151455e-05,3.1172429215598975e-05,-1.2905294111892107e-05,0.0001524493569477415,512.3205826518761,0.9377295444034321,0.06038664479595938,-0.0005451940074886636,0.931810368732099,0.9986022698240938,5.9731091267556705e-05,1.007833717454984,-3.769691710917171e-05,0.00022231516624255705,1.0015563643555268,0.006656166192743592,3.891930799689835e-05,0.048762281501241525,0.0025398213378419908,0.9106596322482519,0.9975268394643036,0
0.023295032424327344,1.0004334764417646,12.987366108801762,0.0007491996783191267,0.6263429708930817,-0.1897308127657751,1.9584834171764867e-05,1.2491540227544132e-05,-1.4370286156249026e-05,2.9992367386852758e-05,-0.0002293166910329047,0.00022600688102444717,-2.2611499894913988e-05,5.696576592681963e-06,9.284901145573612e-06,-4.9480198715205844e-05,-4.221302206114162e-05,-2.053874680271475e-05,3.344559784266508e-05,3.5425652877830965e-06,-4.7670760082703296e-05,0.00023305301428345673,509.2641009068572,0.6449096987779777,0.012837592900430322,-9.300266221376442e-05,0.925671483124827,1.0003888448661185,-0.004872330139412033,0.9911621411147572,-0.00013775251005939,0.00034795632453710147,0.9882222351178653,-8.873468047358528e-05,-0.00010622357663701256,0.015225056126173482,-0.00475810494671773,0.9467834478419583,1.0017347181023157,0
-0.012715150385425499,1.000016802956189,15.99244101182625,6.031702925497591,1.1541735047664237,-0.6521723845062739,-2.9727246114384907e-06,2.796462224521684e-05,1.6387660262176734e-05,0.0011825219678071766,0.0003387864222555339,0.0003128758610560182,2.8291229489109757e-05,-6.255118905336179e-06,1.3881003657337383e-06,-3.563740436381484e-05,6.5218909063527156e-06,5.5022834370413075e-05,6.402875361528979e-05,-3.098248740686266e-05,1.9542846680017448e-05,-0.0001533983452700159,41.83231397312745,0.8229523862661897,-0.00703215312332985,0.00044623071284934817,0.9334106324771442,-0.0026244988856009384,-0.0020230611182289375,0.9820143220843599,5.407956331194378e-05,-0.0027518018285579812,0.1587537047951121,0.0005008041377220247,-0.0003315777375979877,-0.017085817541016284,0.0029930193535779195,-0.055767231069258946,0.0019883244428653656,0
0.0005129413917445847,1.0020540328797285,12.995897251675439,-0.009123603297708494,-0.8027178985221186,0.20500943837676153,2.736383368976839e-05,6.857215094588664e-05,8.096760612868052e-06,0.0006920930073544315,-8.340252599000455e-05,-0.0008509022392547699,2.7948846409317522e-06,1.4100823088684582e-05,3.663444941014567e-05,-4.5365793774052236e-05,2.6819144064891346e-05,5.5959861554453143e-05,1.713670875343639e-05,2.884608044420334e-05,3.2448033635581826e-05,0.0001497840385386631,510.8413017990507,1.1029545501735558,0.07470062086025861,0.0006371878958690104,0.8537008941985634,0.9986966383397151,-0.00217434557527314,0.997922357849868,0.00022154795271632792,0.0018255712392488783,0.9977497043714095,0.0032369399502291665,1.9899016940718614e-05,0.05447665923512181,0.0020140544804109774,0.9049621495886326,1.0007325102854703,0
0.016268222778950747,1.0000167263119781,13.002492926977009,0.017184235896662053,0.7860553971030217,1.137981505027425,-4.870591817081205e-05,5.87112405284788e-05,-3.180057354713285e-05,0.00032631961050536863,-4.9645622870093885e-05,0.00023692489206077883,-9.364493073342536e-05,-8.095806743440187e-06,-5.818150417574418e-06,-7.818415093900797e-06,9.080553723840477e-05,-8.505813324491357e-06,3.8498817910881205e-05,3.063068930449091e-05,-3.0386651508891473e-05,-8.454515599923488e-05,511.90852851474693,0.9489282649339672,5.6648485611029975e-05,0.00019710488992557266,0.9075766321589651,0.9998799110229538,0.0015936687563812228,1.0006638765525318,-0.00015197795263615613,-0.00025504581720125076,0.9973690166044177,0.002111406600300127,-0.00010321792439110244,-0.004233963788173067,0.004009904367100424,0.9070917016787883,0.9992831924299749,0
-0.01301394571252586,1.00035666851649,12.996702861695049,-0.00778083111138055,0.2536958449453856,1.3398791970317556,-9.729010401947108e-05,4.649746629097935e-05,-1.2101126742060169e-05,0.00031086050831017416,3.7094065154917744e-05,0.0004970460969745506,-4.428394794886946e-05,1.8449179927322552e-05,-1.4356548964454499e-05,-3.801893558469451e-05,3.270105069773445e-05,1.5361743224394135e-05,2.050708475297075e-05,2.0939716907144676e-05,8.433507614890681e-05,0.00021978269309861197,506.70133630393025,1.0489849128208555,-0.006146209236904356,0.0005496175395826626,0.9745891510053514,0.999539676323772,0.002006625309382291,1.0004302467473654,-2.5273579368246876e-05,0.001380382371528647,1.0084198169639935,0.00628642925249974,-0.0001475946431280035,-0.00015914064910837675,0.002580517068064648,0.8718697375722786,-0.013423409327866467,0
