Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,class
1.0,18.0,19.0,0.0,122.0,184.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.01,0.03,0.98,0.99,0.99,0.02,0.04,0.96,0.97,0.09,0.05,0.1,0.9,0.95,0.91,1
2.0,14.0,20.0,1.0,135.0,192.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.03,0.02,0.95,0.99,0.98,0.01,0.04,0.97,0.94,0.06,0.02,0.08,0.92,0.96,0.93,1
3.0,17.0,18.0,0.0,128.0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.02,0.01,0.99,0.98,0.97,0.03,0.05,0.96,0.95,0.11,0.04,0.1,0.89,0.94,0.92,1
4.0,15.0,19.0,1.0,130.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.04,0.03,0.97,0.99,0.98,0.02,0.06,0.96,0.95,0.07,0.05,0.12,0.88,0.93,0.9,1
5.0,16.0,20.0,0.0,125.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.01,0.04,0.99,0.98,0.97,0.03,0.05,0.96,0.95,0.1,0.06,0.08,0.92,0.96,0.94,1
6.0,13.0,19.0,1.0,134.0,190.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.03,0.02,0.97,0.99,0.98,0.01,0.04,0.96,0.95,0.09,0.05,0.12,0.88,0.93,0.91,1
7.0,18.0,20.0,0.0,129.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.04,0.03,0.98,0.99,0.98,0.02,0.06,0.96,0.95,0.08,0.07,0.14,0.86,0.92,0.9,1
8.0,17.0,19.0,1.0,132.0,193.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.02,0.01,0.99,0.98,0.97,0.03,0.05,0.96,0.95,0.11,0.06,0.1,0.89,0.94,0.93,1
9.0,15.0,20.0,0.0,123.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.01,0.04,0.99,0.98,0.97,0.02,0.06,0.96,0.95,0.1,0.08,0.12,0.88,0.93,0.92,1
10.0,14.0,19.0,1.0,136.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.04,0.03,0.97,0.99,0.98,0.01,0.04,0.96,0.95,0.07,0.06,0.14,0.86,0.92,0.9,1
1.0,2.0,21.0,3.0,129.0,183.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02,0.03,1.06,1.07,1.08,0.02,0.03,0.12,0.13,0.14,0.91,0.92,0,0,0,1
