Attr0,Attr1,Attr2,Attr3,Attr4,Attr6,Attr7,Attr9,Attr10,Attr11,Attr12,class
5.0,1,-4.851,1.911,0.853,-0.119,0.432,0.219,-0.511,0.142,0.118,1
7.0,2,-3.495,0.592,-0.531,0.823,0.718,1.234,0.621,0.875,0.411,1
4.0,0,-2.191,-0.811,0.423,0.139,0.265,0.531,0.935,0.649,0.271,1
3.0,1,-1.924,0.421,0.189,0.311,0.439,-0.631,0.741,0.527,0.155,1
8.0,3,-2.761,-0.219,1.034,0.594,0.819,1.047,0.751,0.423,0.311,1
6.0,2,-4.139,1.019,-0.149,0.511,0.627,1.145,0.859,0.741,0.519,1
9.0,1,-3.421,-0.439,0.921,0.239,0.355,0.731,0.911,0.693,0.469,1
5.0,0,-2.647,0.541,0.319,0.157,0.241,0.495,0.933,0.651,0.379,1
8.0,2,-3.893,0.139,0.611,0.431,0.593,1.163,0.825,0.603,0.421,1
4.0,1,-2.119,-0.531,0.751,0.295,0.423,0.719,0.969,0.747,0.567,1
3.0,5,1.0,-2.531,-0.439,0.911,-0.139,0.319,0.511,-0.753,-0.421,1
4.0,6,0.0,-1.945,-0.617,0.183,0.265,0.843,-0.629,-0.191,-0.599,1
2.0,3,1.0,-1.012,-0.219,0.511,-0.041,0.721,0.339,-0.917,-0.693,1
0.0,4,0.0,-2.718,-0.839,1.034,-0.139,0.463,0.217,-0.631,-0.449,1
5.0,9,1.0,-1.651,-0.151,0.729,0.341,0.943,-0.451,-0.219,-0.649,1
6.0,2,0.0,-3.045,-0.517,0.255,-0.259,0.617,-0.833,-0.671,-0.511,1
7.0,8,1.0,-2.249,-0.731,0.983,-0.101,0.711,0.439,-0.741,-0.623,1
3.0,5,0.0,-1.483,-0.293,0.687,-0.053,0.935,-0.219,-0.591,-0.441,1
4.0,7,1.0,-2.016,-0.655,1.014,-0.231,0.749,0.317,-0.695,-0.569,1
5.0,3,0.0,-2.531,-0.539,0.471,-0.119,0.831,-0.439,-0.649,-0.511,1
5.0,3,1.0,-4.221,1.035,1.512,-0.451,-0.741,0.419,0.189,0.425,1
8.0,2,0.0,-2.593,-0.523,0.821,0.654,0.311,-1.018,-0.795,0.511,1
6.0,4,0.0,-3.439,0.155,0.949,0.812,0.533,1.021,-0.619,-0.351,1
4.0,1,1.0,-2.019,0.817,1.283,0.391,0.623,0.853,-1.235,-0.691,1
7.0,3,0.0,-1.933,-0.259,0.654,0.529,0.845,0.971,-0.445,-0.249,1
