Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,class
1,184,184.24267804736837,184.24267804736837,0.9501338757078978,1.0,40.19974500063234,175,184,5,1
1,100,100.9815969773577,100.9815969773577,0.9553987833754672,1.0,26.07088666242576,96,100,3,1
1,42,42.06475346081129,42.06475346081129,0.9046618836520283,1.0,9.516188365202822,38,42,4,1
2,54,160.58431840365364,18.973281097488126,0.37927756389390455,0.5418278657410852,8.56684922098015,60,86,7,1
1,34,34.005164663288674,34.005164663288674,0.3529535180304019,1.0,1.71,12,34,7,1
39,316,12374.60819743928,8.395460489664215,0.1634803461619137,0.3574675750301789,4.331976726218506,2044,4371,466,1
1,75,75.05775802585163,75.05775802585163,0.6132563226321979,1.0,4.816604576733091,46,75,10,1
36,100,3524.7974256305824,3.0528084152903414,0.25704097146372584,0.438608876745067,33.38794062017806,927,1521,137,1
1,196,196.24390882185997,196.24390882185997,0.949042267061272,1.0,38.867801941944414,186,196,4,1
27,4,108.0,0.148,0.3732394841854065,0.7380612167529519,2.5614384076201264,40,79,15,1
47,1,47.17015232228755,0.021914923838856223,1.0,1.0,47.17015232228755,47,47,1,1
8,6,54.0,0.7567358169129484,0.37909894768252866,0.4949770862285865,5.338410893914259,20,26,3,1
12,1,12.972288259877635,0.0771662704407342,1.0,1.0,12.972288259877635,12,12,1,1
2,19,42.51234083473902,9.631838455534725,0.4383375777402927,1.0,5.960260697596671,18,42,3,1
1,13,13.962820931508226,13.962820931508226,0.6434461488219013,1.0,4.4907052328770565,8,13,2,1
1,14,14.0,14.0,0.5991158613443082,1.0,2.9762451855662584,8,14,3,1
2,537,1074.0,268.5,0.5255382127704054,0.5715687829867296,57.30773377824036,564,613,10,1
2,62,125.40039538764124,31.35009884691031,0.47965780890591453,0.5723520757851165,13.230573312079798,60,71,4,1
18,465,8657.904977968807,25.461635518046343,0.5331311687304641,0.695247113398434,17.04342980214836,4584,5992,269,1
3,134,426.3456973462439,47.21312437254675,0.45778461917299185,0.5237704417883632,21.927071379412087,192,220,9,1
1,47,47.0,47.0,0.8486117358091128,1.0,39.883457666240346,39,47,1,1
1,137,137.6734878102526,137.6734878102526,0.9699339540832619,1.0,57.45605636488761,133,137,2,1
93,168,12757.325517977166,2.7039316215697533,0.09774110537548368,0.17902377358475222,3.797886116054566,1276,2330,309,1
1,7,7.153945400763531,7.153945400763531,1.0,1.0,7.153945400763531,7,7,1,1
1,294,294.5901342236235,294.5901342236235,0.4630338719399241,1.0,5.35138382324093,139,294,111,1
2,79,158.37253634333402,39.593134085833505,0.49736935921610687,0.807532741007219,8.644837911188818,73,123,9,1
3,249,722.8499137194758,96.58817330142665,0.35664539011330454,0.38436208554014595,31.739012202669766,250,269,8,1
14,1,23.2154134764519,0.11110275650967932,0.7210040122438599,0.7210040122438599,15.398715543629008,15,15,1,1
79,50,3945.1613197464894,0.6978840454695607,0.11730698844916367,0.3999364754267558,2.3478091443511664,460,1576,197,1
81,70,5728.177695412866,0.880102993949902,0.19165569672699784,0.42620839950409367,29.997033707409127,1078,2453,571,1
1,95,95.94421872216216,95.94421872216216,0.9969575174508108,1.0,90.33136298486485,95,95,1,1
10,10,103.37797386423031,1.3048269845685785,0.14871277784595768,0.7248361443603525,1.6080526074407757,15,75,11,1
2,54,109.55165086931532,27.38791271732883,0.5129539728950759,0.6534961384254436,14.270274190270491,55,70,4,1
1,149,149.27173496626875,149.27173496626875,0.9154430774052956,1.0,35.893923315828346,136,149,5,1
29,45,1334.064935425092,1.5459874907386424,0.13326228454680936,0.3358667899306066,4.352955742534795,175,435,49,1
1,27,27.832263314949728,27.832263314949728,0.4895369382410748,1.0,2.7316213039195656,13,27,5,1
123,227,26156.674611943243,2.112100177866453,0.15898303597314076,0.21955849650931264,61.96112471883893,4155,5757,269,1
