Attr0,Attr1,Attr2,Attr3,class
5.0,3.2329471959931055,1.265894391986211,0.2,1
5.165669180515573,3.7,1.5,0.3343308194844269,1
5.276463636309284,3.8588212121030945,1.6176424242061893,0.3588212121030947,1
4.3987754489923905,3.0,1.1592652693954344,0.13951017959695625,1
4.928962964054581,3.0710370359454187,1.5289629640545812,0.12896296405458124,1
4.914212013547496,3.0857879864525044,1.5142120135474957,0.1142120135474957,1
5.178331447269489,3.565005658191534,1.5,0.2216685527305114,1
5.217492231699395,3.7412538841503027,1.5,0.2412538841503026,1
4.313668524474336,3.006834262237168,1.1170856555929196,0.10341713111858392,1
4.937597001352265,3.0624029986477352,1.5375970013522646,0.1375970013522647,1
5.0660635730238,3.4,1.5,0.2,1
5.170150470524695,4.010451411574087,1.5,0.15969905895060893,1
4.8553865493913895,3.0,1.4,0.1553865493913894,1
5.3333626357393875,3.855575090492925,1.655575090492925,0.4,1
4.80733641717426,3.00733641717426,1.40733641717426,0.1,1
4.8469238526438145,3.0469238526438143,1.4469238526438142,0.1,1
4.890382773955454,3.1,1.5096172260445462,0.10961722604454617,1
4.790337016647887,3.109662983352113,1.6,0.2,1
4.7,3.2,1.3358471403942151,0.2,1
5.0,3.5524799376870444,1.3524799376870444,0.24752006231295545,1
4.991637699545297,3.183275399090595,1.2167246009094053,0.2,1
4.9,3.0083138665470273,1.4083138665470272,0.19168613345297286,1
5.126865485462069,3.80895516182069,1.5179103236413798,0.3089551618206898,1
5.470106988779029,4.110320966337086,1.4896790336629147,0.25978602244194327,1
4.833755648295171,3.3662443517048284,1.1168778241475859,0.2,1
4.826364810985677,3.543408797253581,1.169773608239258,0.25659120274641933,1
5.061393831779605,3.4613938317796054,1.4386061682203943,0.26139383177960557,1
5.104346434332948,3.5,1.4043464343329477,0.2956535656670522,1
4.8521957959231115,3.4,1.821706306115333,0.25219579592311137,1
5.1,3.730695373336223,1.4768984577787412,0.3,1
4.653344849060518,3.38662060375793,1.1600345471815525,0.2,1
5.310012372293472,3.72503093073368,1.494993813853264,0.2,1
4.9,3.0506940406455256,1.4506940406455253,0.1493059593544746,1
5.345939949117636,3.7918798982352713,1.408120101764729,0.2918798982352712,1
5.076548510444087,3.346902979111826,1.6765485104440871,0.5234514895559129,1
