Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
89,44,84,139,56,10,157,43,20,155,176,363,178,75,4,17,184,195,1
90,43,72,157,64,8,136,48,18,144,158,279,167,64,4,5,200,208,1
90,47,73,136,58,11,160,42,20,153,172,375,185,76,10,8,183,191,1
93,37,70,164,67,8,137,48,18,137,159,283,126,65,2,19,196,205,1
92,39,77,159,64,14,142,46,18,141,160,304,128,64,5,10,196,205,1
93,35,67,145,61,7,127,52,17,128,147,242,112,65,5,9,196,202,1
90,44,71,156,64,7,136,48,18,144,159,281,169,66,8,3,194,201,1
84,43,73,248,104,51,144,46,18,149,221,307,173,96,5,11,187,196,1
89,46,83,132,54,10,156,44,20,159,168,353,176,74,5,9,182,192,1
87,35,51,112,56,2,118,57,17,126,137,204,136,88,6,11,180,183,1
85,36,51,113,55,5,118,57,17,125,138,206,126,80,10,7,181,184,1
93,38,64,124,52,7,132,52,18,140,155,252,142,79,10,7,182,183,1
90,34,59,142,60,6,127,52,18,129,148,243,112,63,4,8,198,204,1
95,46,88,163,64,10,158,43,20,155,174,369,184,70,12,11,189,198,1
84,39,61,116,52,5,129,53,18,137,145,243,148,80,8,7,179,185,1
89,40,77,158,64,9,144,46,19,140,168,313,144,70,1,5,189,199,1
84,44,80,137,57,11,157,43,20,156,167,354,174,74,7,18,183,193,1
88,42,64,150,61,8,130,50,18,142,150,253,161,63,3,2,202,209,1
89,47,84,147,58,10,153,44,19,151,174,349,186,73,12,7,185,196,1
94,46,89,174,69,11,156,43,19,152,172,356,188,69,14,18,191,200,1
88,37,72,149,60,8,137,47,18,134,160,285,125,67,4,3,195,203,1
92,36,63,140,57,8,132,50,18,135,157,260,120,66,3,25,194,202,1
91,43,88,159,62,9,149,45,19,154,164,327,140,64,1,24,196,206,1
93,40,80,159,62,8,142,46,18,144,160,305,126,62,8,8,199,207,1
82,43,70,242,101,51,139,47,18,144,225,290,172,96,4,8,190,199,1
85,45,74,164,68,8,143,45,18,148,172,309,175,71,1,0,189,199,1
87,36,53,109,52,6,118,56,17,129,138,208,127,79,1,12,181,185,1
91,47,85,143,57,10,156,43,19,157,178,359,186,75,2,5,184,195,1
