Attr0,Attr1,Attr2,Attr3,class
5.8,2.9,1.7,0.5,1
4.711645287303521,3.4,1.662849329128009,0.2,1
5.8,2.9,1.7,0.5,1
5.386301670082699,3.721983561665254,1.6999997313355744,0.3596240636587002,1
5.8,2.9,1.7,0.5,1
4.9650464344215575,3.062371300548372,1.5,0.1,1
5.127858545913558,3.924345599430646,1.4,0.413782735621353,1
5.012993992833914,3.69315236767106,1.6303184948054,0.2,1
5.038407216096091,3.4310206503539007,1.4199373423012398,0.2192158591928321,1
5.8,2.9,1.7,0.5,1
4.415467518989061,3.0829755670724137,1.3243893955188704,0.2,1
4.4,2.9,1.2,0.4989225800956056,1
5.162354756976769,3.4,1.4,0.2,1
4.885721178196642,2.9086363762622,1.4,0.1,1
5.8,3.7230684689029374,1.7,0.5,1
4.4,2.9,1.2,0.4999998213438184,1
5.8,2.9,1.7,0.5,1
5.8,2.9,1.7,0.5,1
5.8,2.9,1.7,0.5,1
5.8,4.0,1.2,0.1,1
5.799999459595893,2.9,1.7,0.5,1
4.4,2.9,1.2,0.5,1
5.006583122539365,3.4,1.5873281114305238,0.2,1
4.4,2.9,1.2,0.5,1
4.4,2.9,1.2,0.5,1
5.69063156121158,3.802428863974605,1.221375240275872,0.2,1
5.8,2.9,1.7,0.5,1
4.410028860901108,3.22508083172028,1.4,0.2,1
5.01235214767626,3.438529136361603,1.550044969249217,0.2,1
5.8,2.9,1.7,0.5,1
5.195531444564603,3.807957221080394,1.699631682818251,0.2311983397372396,1
5.8,4.0,1.7,0.5,1
4.4,2.9,1.2,0.5,1
4.4,3.028122337577327,1.2410349697178764,0.2,1
5.8,3.99998402531844,1.7,0.5,1
5.8,2.9,1.7,0.5,1
5.8,2.9,1.7,0.5,1
4.4,2.9,1.2000042226669412,0.4340210092800541,1
5.384625820679352,3.4,1.200173429594508,0.2,1
4.4,2.900000657167198,1.326905423962781,0.2,1
4.4,2.9,1.2229442348120223,0.2,1
5.479863956297924,3.357286277784852,1.2,0.2,1
4.4,2.9,1.3380623232272244,0.2439534146239932,1
5.8,2.9,1.7,0.5,1
4.538402330568934,3.29566404748616,1.5,0.2,1
5.030786710148661,3.428233402880787,1.39015207285943,0.2,1
5.79983702931108,3.978946766712609,1.7,0.4999987876898782,1
4.835381525829613,2.991932213522346,1.4573326034261125,0.1000003905421051,1
4.934943263433975,3.4,1.4656443300025428,0.4183236148549367,1
5.171060141961204,3.3812798179256114,1.4800903556935945,0.2,1
5.8,2.9,1.7,0.5,1
