Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,class
6,41,181.16349574086613,4.905282265014052,0.6950653018756818,0.9997351802322763,1.9715663285261393,48,85,33,0
8,89,1680.5586491448212,36.1017387393273,0.18903922527994838,0.7909166481574988,2.226219013471158,278,693,91,0
1,172,1262.0116584384418,56.682997161861884,0.5557879824863183,1.000116961734739,2.5193048987460007,159,95,62,0
8,14,5.047088188422578,-0.687403911945565,0.4477283957375083,0.5782136285815341,3.090718694948996,25,37,11,0
12,14,198.60842408596818,0.848114022172971,0.6167044374701299,0.8311078310488592,8.437679232764069,89,91,8,0
7,19,150.20132353454946,2.1280605887739776,0.33383703741411697,0.7022509395566002,2.7469870328165245,20,43,5,0
10,53,403.5316027906959,1.8269611710695122,0.7411400846353864,0.6072135663436724,13.82258433899474,505,130,51,0
35,13,112.63733170659215,0.9129925654827218,0.6417647165178811,0.9277023821013421,2.341200829920731,101,-57,41,0
1,13,34.125226158694915,25.701858717422226,1.0034149057170079,0.9989366652036762,23.11356254684012,30,-23,0,0
6,88,560.4391829399756,11.577865726259036,0.48651127804365596,0.8070676768578243,2.768080963734402,374,570,113,0
1,63,188.3513592069055,9.108953399895144,0.4397152741755195,0.5560192675416553,30.521462036415176,52,19,0,0
7,166,1180.792073051497,36.49921437299061,0.3796203822165521,0.594751179928426,2.0651879189693623,265,266,189,0
1,115,305.0794894577598,100.61889316550253,1.043355333219914,1.001448608859789,2.688016930542158,114,114,22,1
8,30,341.1401289311001,0.9300234156877025,0.6618518050779376,0.7844012071465097,7.262658457154045,82,-37,12,0
6,62,401.8315249522743,8.36040066080145,0.579702231323941,0.6945447639786053,3.2041744154935623,330,382,76,0
18,64,546.7695975631045,-0.31054780498294754,0.25906894909886324,0.22464261087349952,69.45563436412795,95,525,-2,0
2,121,-101.61053145725703,10.747448320107122,0.8231820138021622,0.5985595895379465,6.977409984940079,369,394,38,0
15,62,720.4777432890205,1.4270226516388254,0.5271064364083493,0.5116336107290516,9.586283094655911,310,436,97,0
5,14,93.44977732112369,3.996635329995334,0.3684213845104366,0.9056670116014099,1.8905178325308998,25,3,16,0
7,48,305.1388724034506,4.481698309626454,0.35753240772007044,0.5996170320316132,2.3077840912107717,40,90,86,0
23,46,556.8374316450759,1.0248668437010708,0.5313498264502508,0.7745283019243044,7.061415155143185,311,1086,78,0
21,17,358.9501435873566,-1.3831328222927985,0.8689759724353355,0.6083931736843347,42.44379407330426,219,157,1,0
47,49,5736.689593107414,-1.1509209004668053,0.050837668467679814,0.20659887663357235,11.540696455659162,450,199,62,0
7,53,995.8567411757192,12.549029827597408,0.3818008649738933,0.7641886507493272,2.5415405049467394,136,458,90,0
3,179,333.080817328713,90.93641690666922,0.268619614679,0.5018320727558206,3.0684723486730716,109,209,13,0
8,9,163.9252293953458,1.3128199384154646,0.2467872795869338,0.5692676815470558,2.42905612632514,40,-8,31,0
1,49,164.3396099785709,28.337035712818484,0.24301034632047191,0.9968158381450104,1.7183922821095705,5,23,9,0
51,470,8125.672399930253,2.8368905420375436,0.14529798380602052,0.15148777884850184,90.99366074715755,1148,3215,123,0
4,10,62.242714978758016,6.805830100363771,0.6202401491091161,0.22492829439490733,9.44746429102395,-6,-56,0,0
2,206,1557.8874259173922,19.45223019587504,0.5422034802468935,0.6008650652397644,39.65274887515526,230,281,59,0
8,15,301.8253468815541,2.303469383894728,0.5301336987435417,0.7562408183867546,3.315005325151001,62,62,13,0
1,24,155.98100998537961,19.256063120508756,0.575971012296675,0.6343249100804349,32.47785652234707,60,67,5,0
10,143,1207.267884585345,12.979910389341187,0.32376960969732177,0.614806398017082,2.370295429063497,429,754,199,0
12,78,2169.5312051385,3.7300174142442293,0.3380975696750706,0.6459434182859405,2.8573925720085014,237,276,120,0
5,56,348.5455269875483,6.4425912116230535,0.39714991257981347,0.9989483014102287,2.436263933630201,82,191,26,0
23,440,2127.2722957756737,57.6629430734383,0.2823720078457038,0.4628731176349143,2.916939940097377,595,817,143,0
7,153,325.6051686047978,9.286456544204931,0.3107867913075233,0.8073405546986774,2.0222391969588887,115,213,51,0
1,167,95.85196013750897,108.01464413330868,0.9699781154103291,0.9978557281823279,69.61389249643383,137,102,1,0
5,140,1448.3436284626482,14.028287091259124,0.3596838637875983,0.9360947181663978,2.0270491469052505,420,668,123,0
6,24,223.71573899797755,2.5340087472227957,0.293261709194332,0.5224140116992717,2.745063342502569,24,57,10,0
2,47,127.81340584952524,19.739238786620064,0.9891640272738879,0.9940517541194859,32.586506275536095,22,9,2,0
9,26,306.9158033424612,4.811156719991262,0.3672200810269072,0.9103041090201032,2.2257976242404625,104,187,45,0
10,49,918.8140178628342,8.500307146794665,0.569302912696773,0.7623383587783242,2.918032094639483,446,438,92,0
7,325,1754.7126610907376,23.973984309628438,0.31093951422091065,0.6884755992349947,2.424450697434898,429,1115,168,0
7,13,175.5905844950529,1.3577034609808276,0.2331905116688936,0.9196792173717845,2.56982790543384,24,94,5,0
0,42,81.24846630439744,37.341841627921234,0.833499170944554,1.001018638942376,3.1725003994760272,39,4,10,0
3,97,433.90417796266485,33.19056076011097,0.5974524828321403,0.31136990890585353,10.75940340408438,124,195,5,0
12,32,719.1932701553644,1.2217763416102239,0.5275711710041848,0.6472128177092794,3.521283018445215,263,170,46,0
0,29,69.84272413362496,27.699305065198452,0.8652010296660181,0.998821668690829,2.3556654362038656,35,2,10,0
0,55,182.30321397878197,42.369971999713975,0.44957954415913565,0.9968410521819515,2.5209578650958058,43,15,88,0
9,409,7322.481034837895,25.516904749937122,0.3789742132121066,0.17791187604180494,23.519456765896372,1208,3358,361,0
7,458,1455.0286607570877,24.504136117399128,0.2947348584688795,0.56928927617967,2.516188583925522,444,675,122,0
0,71,211.62919151273144,91.00910263045577,0.6847888665063311,1.0020195143865855,8.1987526422573,53,43,11,0
7,105,1087.3557949457022,11.075291613853606,0.37984297749226353,0.8154625834560578,2.6010850689765768,351,586,87,0
7,16,122.13717881970543,2.338038419076248,0.43818164568593254,0.8218374081504319,2.3777558397625076,41,55,13,0
1,46,120.74344827873895,22.888411314021127,0.4560332797183365,0.9964252821027312,2.7549156420148018,41,-76,10,0
8,14,668.3321212493397,11.207642081418895,0.43522023908011115,0.7848557103374958,2.5533346417965164,131,383,131,0
10,23,908.3962355860226,1.1941204272533257,0.4075734768633088,0.8280856446592625,3.332902946205641,96,122,9,0
2,468,956.6753903719105,88.65499817655832,0.6141479506571841,0.5752638731186279,38.38930305439854,426,195,9,0
7,32,120.05518479543437,3.7589053424981937,0.16394391166810912,0.9947383682935848,1.678801508011204,42,117,13,0
1,527,5055.283886659154,100.91376876855335,0.3692816901320823,0.37655447538622766,67.14844006623035,291,426,8,0
1,19,95.88131321131159,15.528734924218682,1.0021398153619039,0.9997450265689443,7.7287964684450055,-18,-60,1,0
1,29,105.01390972011204,14.846757282724877,0.44437641638316766,0.9973520794944916,2.2929640836712015,38,31,4,0
9,40,257.94978321236255,4.1169026369055555,0.5548128721178123,0.8334460398934846,6.216346760784582,107,145,34,0
12,46,390.824392508619,1.7211792649147732,0.5461270738496782,0.8198547567063659,3.196794766985538,258,262,63,0
