Attr0,Attr1,Attr2,Attr3,class
6.129158712383678,2.8577251403356847,6.275344575357202,0.2812500673758794,0
6.378344599270414,2.7748892143482102,5.529171527900713,0.4747050621646866,0
5.672485863187508,2.1046861332114535,4.81086041212488,0.3940944192280768,0
5.643321107333622,2.7877782039838266,5.222445565792761,2.45172513258917,0
6.888977303478822,2.52523656797963,6.909849132126515,0.6673248500638727,0
6.176263482909256,2.6371531052348245,6.000888837633377,2.3640516142347203,0
7.223702965560451,2.7164935890855877,6.670976786765627,2.008717864950072,0
7.4191823869165825,2.7693012756860504,5.971161487063182,2.421338846274364,0
5.725321940969574,2.7036298258900944,7.329804187231601,2.437749611185628,0
6.811506069743348,2.362732355507268,5.948305399635162,1.7581840476680564,0
6.753993104930569,2.61302062915796,5.2872194703178925,2.729758391671715,0
6.437709454152827,2.4669047989071617,7.28845945337249,0.638347779970171,0
5.009766426532029,2.6529152283824655,6.10483229807168,2.510158341841819,0
5.064311495515723,2.68342996559292,6.074121455632863,1.826566777224343,0
6.702318741459164,2.4151396922951323,4.9968870440568205,0.5535077403400278,0
6.911597488898262,2.37424204579205,1.717496080187054,1.9902832745382328,0
5.929412303643213,2.0551748143236894,6.426695053072619,0.40803077172601643,0
5.65920607759034,2.056516612624274,4.6611163003936635,2.658566248493922,0
6.4722235801244805,3.019746452715158,5.647397037833587,1.8444812249151608,0
4.871430378484554,2.700598166493718,6.069812836211895,1.8747133622558931,0
6.136857759581775,3.2254239820818866,5.554516549025291,0.4521793273064996,0
6.2993552318288275,2.2660372659867454,5.258599143027663,2.573368729691115,0
5.113135631233248,2.9373100300154458,5.37675808206907,2.010998386439207,0
5.1214658595593,2.407423618411914,6.659963606013198,2.4624953504726994,0
5.81835021300725,3.0677054566842874,5.931413722380495,2.570962949057393,0
5.2108622954696395,3.282426199246403,1.9582455917830655,2.5168773865969456,0
6.712402689454124,2.9320627893824174,5.535628965391256,1.5738285625249386,0
7.525273999320613,2.890260137285554,6.339227979799776,2.2679746916035604,0
4.833556601582795,3.0035117923494994,5.15798546278192,0.5740402883754532,0
4.922231340924738,3.2828321925579105,5.69497746892697,1.6632207304761615,0
5.908002671906261,2.294639534286946,5.302124485455391,2.5012496520713463,0
5.028687626309426,2.7584159821205514,5.123615951878309,2.0115991327628655,0
7.311456639889705,2.6810881110681812,5.707935605834774,1.8697176021191666,0
6.336886575873097,2.4273278440187447,6.5055733219997895,2.840243721917769,0
5.771627763823409,2.394970447979539,6.139268303593969,0.2641321769011215,0
5.530271481749028,1.8913341084397177,6.100393709815859,0.694823216842627,0
5.04000589177349,2.3646374878689405,6.586725252299873,2.30854495728811,0
6.248029514034311,2.8049205012246325,6.476595763468411,0.6512963797028832,0
6.066463378549959,3.5860776208776683,5.838214352290065,2.0671539534019825,0
7.361837650204146,2.4253015457354974,5.220300439326241,2.324897970493791,0
6.274885212356485,3.3395931501440708,5.691518406354669,1.7918524673977414,0
5.8844597532212735,2.0891109791826654,5.926530982411576,2.5222234166982433,0
6.300863740620813,2.437289804727756,5.136097627918999,2.438645852804405,0
6.1331580780395445,3.0713684895754727,5.979602261177233,2.3389692602145287,0
7.514034340465144,3.2295691743567287,7.006753163174356,2.2183877242461314,0
5.602287173216961,2.5617465633859955,5.918705516152295,2.296488212542171,0
6.373771472995046,2.9057404805326725,5.830910591917168,0.6492687564584384,0
6.317288527393867,2.330763909412865,5.851546652998489,2.6658624189574036,0
5.141949295933939,2.3394010023180187,6.367788783804372,0.48051679770015876,0
5.0693704183163355,2.9848145630174403,6.358968964431115,0.27180736532597516,0
5.254641415376383,2.034686994494688,5.6782016652954885,2.6693361309367605,0
4.793101545423586,1.8932298725932015,6.130620799708799,0.6869211947208083,0
5.667718656925533,2.0592033695848317,5.912246553205945,2.551296955869983,0
7.544961518999908,3.2425952304720953,6.354281055678012,2.1272851075241883,0
5.8163418570255025,2.47967067561408,6.315275882882725,2.4467308679588564,0
4.645417061829304,2.404609544115971,1.6935132575064968,2.086467985444672,0
6.3595905031085485,2.716641787366936,6.232198095133985,1.7375997786014994,0
7.720908462897188,2.467137762542122,5.26948854829582,2.0572418207586627,0
4.985277260253444,2.8096814979916687,6.598160069037672,2.377732003737225,0
5.604524192780483,2.2783240096362967,6.882007244935179,2.923129327573469,0
5.1870154765997905,2.7973882361008777,6.456733108481815,0.7225938755229068,0
6.832450276688639,2.3710137386761927,5.26205338515961,2.5753098131546497,1
4.9513029805338435,2.294023884990972,6.131920732130261,0.6661747240976275,0
5.061461177823077,2.3978828320264753,6.798785332121685,2.1671506123175712,0
5.862616064053283,2.5102834968355716,5.476883235092257,2.8124913718131452,0
6.171813210161798,2.4426413090031263,5.073789470162141,2.730504747208529,0
7.905936931327483,3.3825867074894416,6.2355036968519855,1.9489811890801327,0
6.251260314125501,2.3665901949264154,6.5836190581651115,2.6983559995979878,0
5.964962611744291,3.2609498641485155,7.10286566571247,1.9576379069851055,0
6.126941595043224,2.3128708010772168,6.647516008655261,0.524472090440981,1
4.669056937950056,2.4880058977625956,5.214364067030642,2.212719559268195,0
4.87314010971837,2.6987365737261277,6.105899018809195,2.2037914139376618,0
5.7001818840250555,2.596483258565201,6.6999094358780145,2.5008929108967837,0
6.968599479238625,2.5418837046261675,6.083731339078271,0.2294600256206345,0
6.4201946437701665,2.1511149729951664,5.964832859061079,0.7006315213654254,0
5.1701527820418125,2.3349850772917686,4.412337248396221,2.2927198718228134,0
5.933380943803758,2.683077783043509,7.1692256781686705,2.4837002896422726,0
5.002685932080943,2.602960584437912,5.31309925523057,0.4509792937878026,0
6.758639873268092,3.3147732126995257,5.610470512140701,0.4410834638930758,0
5.65245463301316,2.4086294648237825,6.511186999373736,2.3251359656638453,0
5.232642105225867,2.5857328446236245,6.14309500101603,2.730783498422503,0
6.825089293219196,2.750147325041666,5.143816663126546,2.3571414241926743,0
5.034339310439194,2.7491849956077177,5.877620353853498,2.3530009679337636,1
5.219458817922219,2.6576706663030762,6.331933982344051,2.2986278209878206,0
6.253299791781333,2.859238726743057,6.368139394567314,2.5281233711934554,0
6.266991285691121,3.5847633064167703,7.476804431091604,1.6441714825609783,0
5.04350120994476,3.263615754271857,6.333945997536752,2.128902993882231,0
5.006437103584126,2.719046679774488,6.935593334526966,2.0390638704286026,0
7.277142877569273,2.878596407698053,5.096443785550418,2.1030782537067316,0
6.324264710555627,2.99658340277212,1.4508226880175168,1.747727704434157,0
7.190164018889423,2.2803890223220584,5.731913452445866,2.0806947716237643,0
6.163192325424018,2.3993795443721093,5.536254829400218,0.577550530078142,0
5.196113957456916,3.1843775235669503,5.503922000309725,2.1141920467177133,1
4.913989000828947,2.4839179164579424,5.1915972950401885,2.3532086057213086,0
5.695735807911864,2.243786586403565,5.912594967312524,2.718055089600213,0
5.097234815490295,2.4896626033022975,5.438474301954139,2.5375608832128216,0
5.211739533275639,2.8675733071762286,7.43295380046735,0.5508421802789835,0
4.720555360420453,2.1313754811214873,6.0022394151876695,2.626851784764278,0
4.951555854864555,2.635419619892467,6.790326252537937,2.6188003136788964,0
6.020156465495226,2.682491338854389,7.519255303466311,1.9534570580763557,0
5.836170321946086,2.6562715864885664,5.805951938239676,2.3638963611017068,0
4.854318503117648,2.61546065234622,5.334921480239184,2.0129198745757266,0
5.139594029430324,2.7056602157100507,6.875963877169196,0.30607767758282955,0
5.7749186200287275,2.3284956178964036,5.473273152394951,1.7292564251967726,0
5.068094364045128,2.602580438351407,7.180010040549878,2.613956326478018,0
5.169136527111142,3.8624131815675264,2.038135122341002,-0.00904438132940022,1
5.348039070146508,2.964399262149418,6.899122126883693,1.6458951384353515,0
5.758756900469899,2.5333031595800812,2.0230101768612916,2.65127913492909,0
5.852050866579866,2.9819011631407,4.7502032856982845,1.9988582567282378,0
4.772719883162297,2.0411072645934296,5.361257681529656,2.2536914033662985,0
6.524234532471239,3.0636399682499733,6.80094098423328,2.3285862527016343,0
5.037961613208513,2.522361543895471,5.769983703885462,0.6458805998692969,0
8.058926158467289,3.4578798150102013,5.825305396077515,1.7912553130848128,0
5.931436876363325,2.9580973503315438,1.7621149854813076,1.9484857152265733,0
4.8711339118026915,2.570529032823043,6.462544729001425,2.8081940411245485,0
4.9383234085447825,2.630076072950558,6.447813219207545,2.125024460895977,0
5.057595182312539,2.6918547500691203,6.7975724116995195,2.3606210063841186,0
5.9134197166404325,2.3827999039725225,4.597294432838391,2.2321663419642306,0
5.1906378629130545,3.1755104721900054,6.558159688873156,2.263851566447002,0
7.197387347704511,2.214987359991443,6.001989850617458,2.5641956567495865,0
6.10044318411929,2.865803921893779,5.58282870373316,0.3040235429245032,0
5.177461285507315,2.3006231104401156,6.280655846371743,2.8374805851348848,0
6.1599815141913306,2.926480719959123,4.791557385856057,2.66975263646105,0
6.305226205933748,3.518792215046245,5.697694000630101,2.5653111647665194,0
6.061484982203943,2.9931861645707976,4.45781822516998,1.6628913954175097,0
6.063343163011932,2.5037247917085943,6.20645511309818,2.535220848954477,0
5.161964543246056,2.463832195926201,1.9936350574286426,2.1661454642878795,0
7.13752612226914,1.981657066907192,6.550460164245395,2.780671244265929,0
5.714070243990415,2.1463835763799075,5.429780576757983,2.260647884223661,0
7.623306604599886,2.653899144199741,6.343210029641337,1.6814137983494335,0
6.08200878937089,3.6572554607765504,5.6004389927099245,1.6068537083408974,0
5.2545865177044755,1.916053762360561,6.066588510779352,2.190105825104451,0
6.806551639113445,2.18558535146086,1.564350600793171,2.5638856536445953,0
